,Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count_y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
2003,8791-GFXLZ,,,,,,,,,1.0,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473,4.0,,Q3,Yes,,58.0,Offer B,Yes,43.75,,Yes,Fiber Optic,69.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,94.7,5430.35,0.0,0.0,2537.5,7967.85,No Churn
2004,0533-BNWKF,,,,,,,,,,,,,,,,,3.0,1.0,Q3,No,0.0,48.0,None,,9.19,No,No,None,0.0,No,No,,No,,No,,No,One Year,No,Mailed Check,19.95,,0.0,,441.12,1377.8200000000004,No Churn
2005,3645-DEYGF,1.0,Female,25.0,Yes,No,Yes,No,,1.0,United States,California,Graton,95444.0,"38.434362, -122.86891",38.434362,-122.86891000000001,2.0,1.0,Q3,Yes,1.0,7.0,Offer E,Yes,8.95,No,Yes,Fiber Optic,,No,No,No,No,No,No,Yes,Yes,,Yes,Bank Withdrawal,69.0,506.9,0.0,0.0,62.64999999999999,569.55,Attitude
2006,9800-OUIGR,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,35.0,None,Yes,10.11,No,Yes,DSL,73.0,No,No,No,,Yes,Yes,Yes,,One Year,Yes,Credit Card,72.1,2495.15,0.0,0.0,353.85,2849.0,No Churn
2007,0565-JUPYD,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,12.0,Offer D,Yes,2.29,Yes,,None,0.0,No,No,No,No,,No,No,,Month-to-Month,No,Bank Withdrawal,25.0,316.2,0.0,0.0,27.48,343.68,No Churn
2008,2696-ECXKC,1.0,Male,,No,,No,,0.0,1.0,United States,California,Carlsbad,92008.0,"33.148116, -117.306043",33.148115999999995,-117.30604299999999,2.0,1.0,Q3,No,0.0,1.0,None,Yes,22.03,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0.0,0.0,22.03,91.38,Attitude
2009,1196-AMORA,1.0,Male,27.0,Yes,No,Yes,Yes,1.0,1.0,United States,California,Santa Rosa,95401.0,"38.460517, -122.790335",38.460516999999996,-122.79033500000001,4.0,1.0,Q3,Yes,8.0,41.0,Offer B,Yes,39.53,,No,None,,No,No,No,No,No,No,No,No,,No,Bank Withdrawal,19.5,798.2,,,1620.73,2418.9300000000007,No Churn
2010,8292-FRFZQ,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,68.0,None,Yes,5.3,Yes,Yes,DSL,59.0,Yes,No,No,No,No,No,No,,Month-to-Month,No,Mailed Check,54.45,3687.75,0.0,0.0,360.4,4048.15,No Churn
2011,7379-FNIUJ,1.0,Male,61.0,No,No,Yes,Yes,3.0,1.0,United States,California,Los Altos,,"37.352911, -122.093002",37.352911,-122.093002,4.0,1.0,Q3,No,0.0,53.0,,Yes,,Yes,,Cable,26.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.85,3827.9,,0.0,1460.6799999999996,5288.58,No Churn
2012,8617-ENBDS,,Male,24.0,,No,Yes,Yes,2.0,1.0,United States,California,White Water,92282.0,"33.972293, -116.654195",33.972293,-116.654195,3.0,1.0,Q3,Yes,,,Offer B,No,0.0,No,Yes,Cable,41.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,52.0,2884.9,0.0,0.0,0.0,2884.9,No Churn
2013,3572-UOLYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
2014,9103-TCIHJ,1.0,Female,,Yes,No,,Yes,2.0,1.0,United States,California,,90005.0,"34.059281, -118.30742",34.059281,-118.30742,2.0,1.0,Q3,No,0.0,2.0,None,Yes,9.12,,Yes,Fiber Optic,51.0,No,No,No,,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.7,151.65,0.0,0.0,18.24,,Other
2015,5914-XRFQB,1.0,Female,73.0,,Yes,,No,0.0,1.0,United States,California,Napa,94558.0,"38.489789, -122.27011",,-122.27011,2.0,1.0,Q3,Yes,1.0,,Offer C,,9.28,Yes,Yes,,26.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,2381.55,0.0,0.0,241.28,,Dissatisfaction
2016,9600-NAXZN,1.0,Male,62.0,,No,Yes,Yes,3.0,1.0,United States,,Snelling,95369.0,"37.521708, -120.426843",37.521708000000004,-120.42684299999999,5.0,1.0,Q3,Yes,3.0,,None,Yes,,Yes,Yes,Fiber Optic,58.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,6241.35,0.0,0.0,2106.94,8348.29,No Churn
2017,9399-APLBT,,,,,,,,,,,,,,,,,5.0,,Q3,Yes,10.0,34.0,None,No,,No,Yes,DSL,29.0,,,No,Yes,,No,,Yes,Two Year,Yes,Bank Withdrawal,40.55,1325.85,0.0,0.0,0.0,1325.85,No Churn
2018,5543-QDCRY,1.0,,,No,No,Yes,No,0.0,1.0,,California,San Bernardino,92408.0,"34.084909, -117.258107",34.084909,-117.25810700000001,5.0,1.0,Q3,No,0.0,45.0,Offer B,Yes,29.81,,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,,,Yes,Month-to-Month,Yes,Bank Withdrawal,107.75,4882.8,0.0,0.0,1341.45,6224.25,No Churn
2019,9617-INGJY,1.0,Female,41.0,No,No,Yes,,0.0,1.0,United States,California,Witter Springs,95493.0,"39.222323, -122.985488",39.222322999999996,-122.98548799999999,1.0,1.0,Q3,Yes,1.0,11.0,,Yes,,No,Yes,DSL,30.0,No,No,,No,No,No,No,Yes,Month-to-Month,Yes,,44.05,483.7,0.0,0.0,273.13,756.8299999999998,Competitor
2020,7903-CMPEY,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,49.0,None,Yes,45.64,No,No,None,0.0,No,No,,No,No,No,No,No,One Year,No,Credit Card,19.45,921.3,0.0,,,3157.66,No Churn
2021,3442-ZHHCC,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,,Offer C,Yes,48.43,,Yes,Fiber Optic,58.0,,No,,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,0.0,0.0,1452.9,,No Churn
2022,2037-XJFUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
2023,3640-JQGJG,1.0,Male,43.0,No,,,Yes,2.0,,United States,California,West Sacramento,95605.0,"38.592745, -121.540036",,-121.54003600000001,5.0,1.0,Q3,Yes,3.0,,None,Yes,16.67,No,No,None,0.0,No,,No,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,20.45,250.8,0.0,0.0,183.37,434.17,No Churn
2024,3500-NSDOA,1.0,Female,38.0,No,No,Yes,No,0.0,1.0,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473,2.0,1.0,Q3,Yes,,,None,Yes,19.41,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,,No,No,,Month-to-Month,Yes,Bank Withdrawal,77.75,,,0.0,1067.55,5525.7,Competitor
2025,7245-JMTTQ,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,3.0,66.0,None,,6.94,Yes,Yes,Fiber Optic,23.0,No,,Yes,Yes,,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,7181.95,0.0,0.0,458.04,7639.99,No Churn
2026,7691-KGKGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price
2027,3027-ZTDHO,1.0,,24.0,Yes,,Yes,,0.0,,United States,,Fresno,93650.0,"36.841655, -119.797113",36.841654999999996,-119.79711299999998,3.0,1.0,Q3,Yes,1.0,21.0,,Yes,36.26,Yes,Yes,Fiber Optic,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,,111.2,2317.1,0.0,120.0,761.4599999999998,3198.56,Attitude
2028,4475-NVTLU,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,22.0,None,Yes,,No,Yes,Fiber Optic,17.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,,93.2,2157.3,0.0,0.0,1023.0,3180.3,No Churn
2029,2165-VOEGB,1.0,Male,76.0,No,,No,No,0.0,1.0,United States,California,Bayside,,"40.825486, -124.049485",,-124.049485,3.0,1.0,Q3,No,0.0,16.0,None,Yes,19.18,Yes,Yes,Fiber Optic,22.0,No,No,No,,Yes,No,No,Yes,,Yes,Bank Withdrawal,86.6,1281.0,0.0,0.0,,1587.88,Dissatisfaction
2030,4760-THGOT,1.0,Female,,No,No,No,No,,1.0,,,Mammoth Lakes,93546.0,,37.550074,-118.837167,5.0,1.0,Q3,No,0.0,11.0,,Yes,7.42,,Yes,DSL,17.0,No,No,Yes,,,No,No,Yes,One Year,No,Bank Withdrawal,53.8,651.55,0.0,,81.62,,No Churn
2031,8317-BVKSO,,,,,,,,,1.0,United States,California,Millbrae,94030.0,"37.601248, -122.403099",,-122.403099,,1.0,Q3,Yes,5.0,11.0,None,Yes,26.88,Yes,Yes,Fiber Optic,19.0,Yes,No,,Yes,Yes,No,No,,Month-to-Month,Yes,Credit Card,96.2,1222.05,0.0,0.0,295.68,1517.73,Competitor
2032,2430-RRYUW,1.0,Male,22.0,Yes,No,Yes,No,0.0,1.0,,California,South Gate,90280.0,,,-118.19261499999999,5.0,1.0,Q3,Yes,10.0,72.0,,Yes,15.09,Yes,Yes,Fiber Optic,85.0,,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.3,7565.35,0.0,0.0,1086.48,8651.83,No Churn
2033,5110-CHOPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
2034,3756-VNWDH,1.0,,,,Yes,No,No,,1.0,United States,California,Bridgeville,95526.0,"40.372532, -123.525626",40.372532,,2.0,1.0,Q3,No,0.0,33.0,,Yes,38.53,Yes,Yes,,2.0,No,Yes,Yes,No,No,,No,Yes,,,Credit Card,83.85,2716.3,0.0,0.0,1271.49,3987.79,Competitor
2035,0731-EBJQB,1.0,,37.0,No,No,Yes,Yes,3.0,,United States,California,Anaheim,92804.0,"33.818, -117.974404",,,3.0,1.0,Q3,Yes,1.0,55.0,,Yes,,,Yes,DSL,52.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,,Bank Withdrawal,85.1,4657.95,,0.0,,5119.4,No Churn
2036,1159-WFSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissatisfaction
2037,8029-XYPWT,,,,,,,,,,,,,,,,,,1.0,Q3,,,24.0,None,Yes,34.24,No,No,None,,No,No,No,No,,,No,No,Two Year,No,Mailed Check,19.75,498.1,0.0,0.0,821.76,1319.86,No Churn
2038,2323-ARSVR,1.0,Male,53.0,No,No,Yes,No,0.0,1.0,United States,California,,90044.0,"33.952714, -118.292061",33.952714,-118.292061,4.0,1.0,Q3,Yes,5.0,72.0,None,Yes,6.29,Yes,Yes,,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0.0,0.0,452.88,8827.929999999997,No Churn
2039,9885-CSMWE,,Male,39.0,No,No,Yes,Yes,,1.0,,California,Arcata,95521.0,"40.839958, -124.003757",40.839958,-124.00375700000001,,1.0,Q3,No,,27.0,None,Yes,14.07,Yes,Yes,Fiber Optic,15.0,,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,,100.75,2793.55,0.0,,379.89,3173.44,No Churn
2040,7609-YBPXG,,Male,79.0,No,Yes,,No,0.0,,,California,Santa Barbara,93101.0,"34.419203, -119.710008",34.419203,-119.710008,1.0,1.0,Q3,Yes,,66.0,Offer A,Yes,28.86,,Yes,Fiber Optic,25.0,No,No,,,Yes,Yes,,Yes,Month-to-Month,Yes,Credit Card,,6822.15,0.0,0.0,1904.76,8726.91,Competitor
2041,9108-EQPNQ,1.0,Male,28.0,Yes,,Yes,Yes,3.0,1.0,United States,California,Paramount,90723.0,"33.897122, -118.164432",33.897121999999996,-118.164432,4.0,1.0,Q3,,10.0,71.0,Offer A,,10.11,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,,,Two Year,No,Bank Withdrawal,86.85,,0.0,0.0,717.81,6981.6100000000015,No Churn
2042,0259-GBZSH,1.0,Female,34.0,No,No,No,No,0.0,1.0,United States,,Mi Wuk Village,95346.0,"38.121601, -120.133915",38.121601,-120.13391499999999,2.0,1.0,Q3,No,0.0,1.0,Offer E,,32.92,No,Yes,Fiber Optic,3.0,,No,,,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,,0.0,,32.92,113.17,Other
2043,8204-TIFGJ,,,54.0,No,No,Yes,Yes,2.0,1.0,United States,California,Pico Rivera,90660.0,"33.989524, -118.089299",33.989523999999996,-118.089299,4.0,,Q3,Yes,3.0,72.0,Offer A,Yes,,Yes,,None,0.0,No,,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,,0.0,3433.68,5292.78,No Churn
2044,1530-ZTDOZ,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,1.0,,,Yes,36.03,Yes,No,None,0.0,No,No,No,,No,No,No,No,Two Year,No,Credit Card,25.85,,5.73,0.0,2594.16,4460.63,No Churn
2045,0780-XNZFN,1.0,Male,49.0,No,No,No,Yes,5.0,1.0,United States,California,Lakeside,92040.0,"32.909873, -116.906774",32.909873,-116.906774,5.0,1.0,,,,14.0,None,Yes,40.66,No,No,,,,No,No,No,No,,No,No,Month-to-Month,No,Credit Card,19.95,268.4,0.0,0.0,569.24,,No Churn
2046,3727-JEZTU,,Male,53.0,No,No,Yes,No,0.0,1.0,,California,Shafter,93263.0,"35.490705, -119.286833",35.490705,-119.286833,3.0,1.0,Q3,Yes,1.0,14.0,Offer D,No,0.0,,Yes,DSL,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46.35,667.7,0.0,0.0,0.0,,Attitude
2047,3748-FVMZZ,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,,19.0,None,Yes,,Yes,Yes,Fiber Optic,51.0,No,No,No,Yes,Yes,,Yes,Yes,,Yes,Bank Withdrawal,100.95,1875.55,0.0,0.0,112.67,1988.22,Other
2048,8374-XGEJJ,,,,,,,,,,United States,California,Irvine,92614.0,"33.680302, -117.833296",33.680302000000005,-117.83329599999999,3.0,1.0,Q3,,4.0,71.0,,Yes,6.19,Yes,Yes,Fiber Optic,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Two Year,,Bank Withdrawal,116.25,8564.75,0.0,0.0,439.49,9004.24,No Churn
2049,7878-JGDKK,1.0,Male,19.0,Yes,No,Yes,No,0.0,1.0,United States,California,Browns Valley,95918.0,"39.292334, -121.320597",39.292334000000004,-121.32059699999999,4.0,1.0,Q3,Yes,10.0,70.0,None,No,0.0,No,Yes,,,No,Yes,Yes,Yes,No,Yes,Yes,,One Year,Yes,Bank Withdrawal,51.05,3635.15,0.0,,0.0,3755.15,No Churn
2050,9933-QRGTX,,,,,,,,,,,,,,,,,,,Q3,No,0.0,4.0,None,Yes,,Yes,Yes,Fiber Optic,4.0,No,,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0.0,0.0,51.44,423.89,Other
2051,2372-HWUHI,,,,,,,,,,,,,,,,,4.0,1.0,Q3,Yes,,72.0,,Yes,11.02,,,Fiber Optic,17.0,,Yes,Yes,Yes,No,No,,No,Two Year,Yes,Bank Withdrawal,94.25,6849.75,0.0,,793.4399999999998,7743.19,No Churn
2052,3955-JBZZM,1.0,Male,73.0,No,Yes,Yes,No,0.0,1.0,United States,,Los Angeles,90068.0,"34.137411, -118.328915",34.137411,-118.328915,5.0,,Q3,Yes,,,None,No,,No,Yes,,28.0,,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,,Bank Withdrawal,52.3,3765.05,0.0,40.0,0.0,3805.05,No Churn
2053,3158-MOERK,1.0,Female,38.0,No,,Yes,No,0.0,,United States,California,Montrose,91020.0,"34.2112, -118.230625",34.2112,-118.230625,3.0,1.0,Q3,Yes,10.0,61.0,Offer B,No,0.0,No,Yes,,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0.0,0.0,0.0,3244.4,No Churn
2054,4760-XOHVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
2055,4636-JGAAI,1.0,Male,42.0,No,No,No,No,0.0,1.0,,California,,,,34.438581,-119.685368,1.0,1.0,Q3,No,,1.0,Offer E,Yes,17.27,No,Yes,Fiber Optic,10.0,No,No,No,No,No,,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0.0,0.0,17.27,88.82,Competitor
2056,9475-NNDGC,1.0,Female,,No,No,No,No,0.0,1.0,United States,California,Oxnard,93030.0,"34.223244, -119.18012",34.223244,-119.18012,1.0,1.0,Q3,No,0.0,1.0,None,Yes,1.59,No,Yes,Cable,14.0,No,No,No,No,Yes,No,,Yes,,Yes,Credit Card,53.55,53.55,0.0,0.0,1.59,55.14,Price
2057,2450-ZKEED,,,,,,,,,,,,,,,,,4.0,1.0,Q3,No,0.0,47.0,Offer B,No,0.0,,,DSL,3.0,Yes,Yes,No,,No,No,No,Yes,One Year,No,,39.65,1798.65,,0.0,0.0,1798.65,No Churn
2058,4646-QZXTF,,Female,21.0,,No,Yes,No,0.0,1.0,United States,,San Francisco,94105.0,"37.789168, -122.395009",37.789168,-122.395009,5.0,1.0,Q3,Yes,1.0,47.0,,Yes,45.9,,No,None,,,No,No,,No,No,No,No,Two Year,No,Bank Withdrawal,19.65,921.55,0.0,0.0,2157.3,3078.8499999999995,No Churn
2059,5774-XZTQC,,,,,,,,,1.0,United States,California,Salida,95368.0,"37.713152, -121.08739",37.713152,-121.08738999999998,3.0,,Q3,No,0.0,66.0,None,Yes,10.45,Yes,,,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,,102.4,6471.85,0.0,0.0,689.6999999999998,7161.55,No Churn
2060,5419-KLXBN,,,,,,,,,,,,,,,,,1.0,1.0,Q3,Yes,,46.0,,Yes,49.11,Yes,Yes,,17.0,Yes,,Yes,No,Yes,No,No,,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0.0,2259.06,6753.619999999999,Dissatisfaction
2061,2302-ANTDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
2062,1062-LHZOD,1.0,Female,71.0,No,Yes,No,No,0.0,1.0,United States,California,Sacramento,95822.0,"38.512569, -121.495184",38.512569,-121.49518400000001,3.0,1.0,,No,0.0,63.0,Offer B,Yes,15.62,Yes,,DSL,18.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,No,,83.0,5243.05,0.0,0.0,984.06,6227.1100000000015,No Churn
2063,2126-GSEGL,,,,,,,,,1.0,United States,California,Santa Paula,93060.0,"34.402343, -119.094824",34.402343,-119.094824,3.0,1.0,Q3,No,0.0,25.0,None,Yes,29.81,No,Yes,Fiber Optic,52.0,,No,No,Yes,Yes,Yes,Yes,No,,Yes,Bank Withdrawal,,2395.7,0.0,,745.25,3220.95,No Churn
2064,2535-PBCGC,1.0,Female,26.0,Yes,No,Yes,Yes,1.0,,United States,California,San Diego,92113.0,"32.697098, -117.116587",,-117.11658700000001,4.0,1.0,Q3,Yes,1.0,32.0,None,Yes,19.76,,Yes,DSL,59.0,Yes,,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.6,2316.85,12.66,0.0,632.32,2936.51,No Churn
2065,1265-XTECC,1.0,Female,65.0,No,Yes,Yes,,0.0,1.0,United States,California,Dorris,96023.0,,41.949216,-122.05006200000001,,1.0,Q3,Yes,10.0,48.0,None,Yes,34.43,,Yes,DSL,2.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,2789.7,0.0,,,4442.34,No Churn
2066,2955-PSXOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
2067,8454-AATJP,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,6.0,8.0,None,Yes,17.2,No,No,None,0.0,No,,No,,No,No,No,,Two Year,No,Bank Withdrawal,19.5,159.35,0.0,,137.6,296.95,No Churn
2068,6559-RAKOZ,,,,,,,,,,,,,,,,,3.0,1.0,Q3,No,0.0,60.0,Offer B,No,0.0,No,Yes,DSL,25.0,Yes,Yes,,No,No,No,No,,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,,0.0,,No Churn
2069,3727-OVPRY,1.0,Female,52.0,No,No,Yes,Yes,1.0,1.0,United States,California,Point Reyes Station,94956.0,"38.060264, -122.830646",38.060264000000004,-122.830646,4.0,1.0,Q3,No,0.0,34.0,None,No,0.0,No,,DSL,20.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,,Credit Card,61.25,1993.2,0.0,0.0,0.0,,No Churn
2070,3132-TVFDZ,,Male,37.0,No,No,No,No,0.0,1.0,United States,California,Greenfield,93927.0,"36.248708, -121.386617",36.248708,-121.38661699999999,3.0,1.0,Q3,No,0.0,6.0,None,Yes,43.37,Yes,Yes,Fiber Optic,,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,,87.95,,0.0,0.0,260.22,,No Churn
2071,9114-DPSIA,1.0,Male,53.0,No,,Yes,No,0.0,1.0,United States,California,Pioneertown,92268.0,"34.201108, -116.593456",34.201108000000005,,4.0,1.0,Q3,Yes,2.0,,Offer B,Yes,21.39,Yes,Yes,Fiber Optic,10.0,Yes,No,Yes,No,No,,No,Yes,,Yes,Credit Card,84.8,3626.35,43.96,,,4523.55,No Churn
2072,8086-OVPWV,,,,,,,,,1.0,United States,California,San Diego,92121.0,,32.898613,-117.202937,4.0,1.0,Q3,Yes,6.0,70.0,Offer A,Yes,4.11,Yes,Yes,Cable,,Yes,Yes,Yes,,,No,No,Yes,Two Year,No,Bank Withdrawal,80.7,5617.95,0.0,0.0,,5905.65,No Churn
2073,3498-LZGQZ,1.0,Female,46.0,,No,No,,,,United States,California,San Diego,92102.0,"32.716007, -117.117462",32.716007,-117.11746200000002,3.0,1.0,Q3,No,0.0,69.0,Offer A,Yes,,No,Yes,,22.0,Yes,No,Yes,Yes,Yes,Yes,,Yes,Two Year,Yes,Credit Card,82.45,5555.3,15.38,0.0,1775.37,7315.29,No Churn
2074,1453-RZFON,1.0,Female,64.0,No,No,No,No,0.0,1.0,United States,California,San Diego,92128.0,,33.000269,-117.072093,3.0,1.0,Q3,No,0.0,15.0,Offer D,Yes,39.49,,No,None,0.0,No,No,No,No,No,No,No,,Two Year,No,Credit Card,19.6,331.6,0.0,0.0,592.35,923.95,No Churn
2075,3887-PBQAO,1.0,Male,41.0,No,No,Yes,Yes,1.0,1.0,United States,California,Alhambra,91803.0,,34.074736,-118.145959,4.0,,Q3,No,0.0,54.0,Offer B,No,0.0,No,Yes,DSL,,No,No,Yes,Yes,No,Yes,Yes,No,,No,Credit Card,46.0,2424.05,0.0,90.0,0.0,,No Churn
2076,3509-GWQGF,,,,,,,,,,,,,,,,,,1.0,,Yes,1.0,38.0,None,Yes,36.72,No,No,None,,No,No,No,,No,No,No,,One Year,No,Credit Card,19.6,763.1,0.0,0.0,1395.36,2158.46,No Churn
2077,9866-QEVEE,1.0,Male,78.0,No,,Yes,No,0.0,1.0,United States,California,Helendale,92342.0,"34.757783, -117.33997",34.757783,-117.33997,4.0,1.0,Q3,Yes,5.0,61.0,Offer B,,46.65,Yes,Yes,Fiber Optic,23.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,5251.75,0.0,0.0,2845.65,,No Churn
2078,1173-XZPYF,,,,,,,,,,,,,,,,,,1.0,,Yes,8.0,14.0,None,Yes,45.76,,,None,0.0,No,,,No,No,,No,No,One Year,,Credit Card,19.65,228.65,0.0,0.0,640.64,869.29,No Churn
2079,0135-NMXAP,1.0,Female,33.0,No,No,No,No,0.0,1.0,United States,California,Igo,96047.0,"40.524535, -122.647172",40.524535,,,1.0,Q3,No,0.0,25.0,None,Yes,,No,Yes,,10.0,No,,No,Yes,No,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,65.8,,29.29,0.0,30.5,1680.86,No Churn
2080,2667-WYLWJ,1.0,Female,41.0,No,No,Yes,No,0.0,1.0,,,Navarro,95463.0,"39.182916, -123.552571",39.182916,-123.552571,3.0,1.0,Q3,Yes,1.0,33.0,None,Yes,10.34,Yes,Yes,Fiber Optic,22.0,No,,Yes,Yes,No,Yes,Yes,,Month-to-Month,Yes,Credit Card,95.0,3008.15,0.0,60.0,341.22,3409.37,No Churn
2081,5930-GBIWP,1.0,Male,22.0,,No,No,No,0.0,1.0,United States,,Paicines,95043.0,"36.525703, -120.952122",36.525703,-120.952122,3.0,1.0,Q3,No,0.0,16.0,Offer D,Yes,4.13,No,No,,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,,0.0,0.0,66.08,341.78,No Churn
2082,0100-DUVFC,1.0,Female,,No,No,Yes,No,0.0,1.0,United States,California,San Diego,92117.0,"32.825086, -117.199424",32.825086,-117.199424,5.0,1.0,Q3,Yes,1.0,51.0,Offer B,,,Yes,Yes,,23.0,No,,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,,4947.55,0.0,130.0,2433.72,7511.27,No Churn
2083,7129-AZJDE,,,,,,,,,,,,,,,,,4.0,1.0,Q3,Yes,2.0,,Offer B,Yes,39.48,,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.85,1071.6,,0.0,2052.96,3124.56,No Churn
2084,9593-CVZKR,1.0,Male,60.0,,No,No,No,0.0,1.0,United States,,Mission Viejo,92691.0,"33.611945, -117.665867",33.611945,-117.66586699999999,3.0,1.0,Q3,,0.0,,,Yes,16.8,No,Yes,Cable,18.0,,No,Yes,,Yes,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,3735.45,0.0,0.0,991.2,4726.65,No Churn
2085,6366-XIVKZ,,,,,,,,,,,,,,,,,4.0,1.0,Q3,Yes,1.0,,Offer C,,44.19,No,No,None,,No,No,No,No,No,,No,No,Two Year,No,Bank Withdrawal,19.55,520.55,0.0,,1193.13,1713.6799999999996,No Churn
2086,0979-MOZQI,1.0,,43.0,No,,,No,,1.0,United States,California,Gualala,,"38.848082, -123.50608",38.848082,-123.50608000000001,1.0,1.0,Q3,Yes,1.0,59.0,Offer B,Yes,22.71,Yes,,Fiber Optic,,,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,110.15,6448.05,0.0,0.0,1339.89,7787.94,Dissatisfaction
