Customer ID,Churn Category
6257-RJOHI,No Churn
2070-FNEXE,No Churn
1329-VHWNP,No Churn
0916-QOFDP,No Churn
7833-PKIHD,Competitor
3967-VQOGC,No Churn
5871-DGTXZ,No Churn
7908-QCBCA,Competitor
3694-DELSO,No Churn
6797-LNAQX,No Churn
7929-SKFGK,No Churn
7339-POGZN,No Churn
7061-OVMIM,No Churn
8883-GRDWQ,Competitor
3162-ZJZFU,Attitude
9804-ICWBG,No Churn
9381-NDKME,No Churn
3755-JBMNH,No Churn
2293-IJWPS,Competitor
4274-OWWYO,No Churn
8791-GFXLZ,No Churn
0533-BNWKF,No Churn
3645-DEYGF,Attitude
9800-OUIGR,No Churn
0565-JUPYD,No Churn
2696-ECXKC,Attitude
1196-AMORA,No Churn
8292-FRFZQ,No Churn
7379-FNIUJ,No Churn
8617-ENBDS,No Churn
3572-UOLYZ,No Churn
9103-TCIHJ,Other
5914-XRFQB,Dissatisfaction
9600-NAXZN,No Churn
9399-APLBT,No Churn
5543-QDCRY,No Churn
9617-INGJY,Competitor
7903-CMPEY,No Churn
3442-ZHHCC,No Churn
2037-XJFUP,No Churn
3640-JQGJG,No Churn
3500-NSDOA,Competitor
7245-JMTTQ,No Churn
7691-KGKGP,Price
3027-ZTDHO,Attitude
4475-NVTLU,No Churn
2165-VOEGB,Dissatisfaction
4760-THGOT,No Churn
8317-BVKSO,Competitor
2430-RRYUW,No Churn
5110-CHOPY,No Churn
3756-VNWDH,Competitor
0731-EBJQB,No Churn
1159-WFSGR,Dissatisfaction
8029-XYPWT,No Churn
2323-ARSVR,No Churn
9885-CSMWE,No Churn
7609-YBPXG,Competitor
9108-EQPNQ,No Churn
0259-GBZSH,Other
8204-TIFGJ,No Churn
1530-ZTDOZ,No Churn
0780-XNZFN,No Churn
3727-JEZTU,Attitude
3748-FVMZZ,Other
8374-XGEJJ,No Churn
7878-JGDKK,No Churn
9933-QRGTX,Other
2372-HWUHI,No Churn
3955-JBZZM,No Churn
3158-MOERK,No Churn
4760-XOHVN,Competitor
4636-JGAAI,Competitor
9475-NNDGC,Price
2450-ZKEED,No Churn
4646-QZXTF,No Churn
5774-XZTQC,No Churn
5419-KLXBN,Dissatisfaction
2302-ANTDP,No Churn
1062-LHZOD,No Churn
2126-GSEGL,No Churn
2535-PBCGC,No Churn
1265-XTECC,No Churn
2955-PSXOE,No Churn
8454-AATJP,No Churn
6559-RAKOZ,No Churn
3727-OVPRY,No Churn
3132-TVFDZ,No Churn
9114-DPSIA,No Churn
8086-OVPWV,No Churn
3498-LZGQZ,No Churn
1453-RZFON,No Churn
3887-PBQAO,No Churn
3509-GWQGF,No Churn
9866-QEVEE,No Churn
1173-XZPYF,No Churn
0135-NMXAP,No Churn
2667-WYLWJ,No Churn
5930-GBIWP,No Churn
0100-DUVFC,No Churn
7129-AZJDE,No Churn
9593-CVZKR,No Churn
6366-XIVKZ,No Churn
0979-MOZQI,Dissatisfaction
6365-HITVU,Price
5982-XMDEX,No Churn
4785-NKHCX,No Churn
1064-FBXNK,No Churn
4187-CINZD,No Churn
4079-VTGLK,No Churn
6579-JPICP,Price
7243-LCGGZ,No Churn
9631-RXVJM,No Churn
3211-AAPKX,Competitor
5872-OEQNH,Attitude
0308-IVGOK,No Churn
8979-CAMGB,No Churn
6637-KYRCV,No Churn
1582-RAFML,No Churn
8634-MPHTR,No Churn
0397-GZBBC,Competitor
4391-LNRXK,No Churn
6323-AYBRX,No Churn
3239-TPHPZ,No Churn
7549-MYGPK,Price
2314-TNDJQ,No Churn
5020-ZSTTY,No Churn
1488-SYSFC,No Churn
9419-IPPBE,No Churn
1843-TLSGD,No Churn
7602-DBTOU,No Churn
5429-LWCMV,Attitude
4770-QAZXN,No Churn
5845-BZZIB,No Churn
3192-LNKRK,No Churn
0396-UKGAI,Other
2642-MAWLJ,No Churn
1915-OAKWD,No Churn
2189-WWOEW,No Churn
4636-TVXVG,Attitude
9796-MVYXX,No Churn
2499-AJYUA,Dissatisfaction
2215-ZAFGX,No Churn
4419-UJMUS,No Churn
2682-KEVRP,No Churn
8445-DNBAE,Competitor
1676-MQAOA,Dissatisfaction
1133-KXCGE,Attitude
6000-UKLWI,No Churn
8167-GJLRN,No Churn
0679-TDGAK,Attitude
0320-JDNQG,No Churn
4973-RLZVI,No Churn
0536-ACXIP,No Churn
3439-GVUSX,No Churn
2429-AYKKO,No Churn
8328-SKJNO,No Churn
7813-ZGGAW,No Churn
1941-HOSAM,No Churn
7560-QJAVJ,No Churn
7346-MEDWM,No Churn
8587-XYZSF,No Churn
0056-EPFBG,No Churn
3070-FNFZQ,No Churn
5208-FVQKB,Dissatisfaction
3557-HTYWR,No Churn
6227-FBDXH,No Churn
8216-AZUUZ,No Churn
7537-CBQUZ,No Churn
4307-KTUMW,Competitor
9916-AYHTC,No Churn
5862-BRIXZ,No Churn
5261-QSHQM,Price
5380-AFSSK,No Churn
8016-NCFVO,No Churn
5174-ITUMV,Price
5095-AESKG,No Churn
6397-JNZZG,No Churn
6591-QGOYB,No Churn
6082-OQFBA,No Churn
2272-WUSPA,No Churn
1174-FGIFN,No Churn
6845-RGTYS,No Churn
2481-SBOYW,No Churn
4957-TREIR,Competitor
6646-JPPHA,No Churn
2360-RDGRO,Competitor
1768-HNVGJ,No Churn
0868-VJRDR,No Churn
4753-PADAS,No Churn
9359-JANWS,Other
1709-EJDOX,No Churn
5360-XGYAZ,No Churn
2239-JALAW,No Churn
8512-WIWYV,No Churn
9696-RMYBA,Competitor
6235-VDHOM,Competitor
9090-SGQXL,Dissatisfaction
4745-LSPLO,No Churn
0689-NKYLF,No Churn
8708-XPXHZ,No Churn
8063-GBATB,No Churn
9496-IVVRP,No Churn
3134-DSHVC,Other
9958-MEKUC,No Churn
7005-CCBKV,No Churn
8626-XHBIE,Competitor
9992-RRAMN,No Churn
9337-SRRNI,No Churn
3831-YCPUO,Dissatisfaction
5630-AHZIL,No Churn
6338-AVWCY,No Churn
1142-WACZW,No Churn
9885-MFVSU,No Churn
0221-WMXNQ,No Churn
4937-QPZPO,No Churn
0644-OQMDK,No Churn
5232-NXPAY,No Churn
8189-XRIKE,No Churn
3370-GQEAL,No Churn
1240-HCBOH,Price
0993-OSGPT,No Churn
6497-TILVL,No Churn
2330-PQGDQ,Price
5461-QKNTN,No Churn
9040-KZVWO,No Churn
9084-OAYKL,No Churn
2519-ERQOJ,No Churn
4285-GYRQC,Competitor
7450-NWRTR,No Churn
6815-ABQFQ,No Churn
0330-IVZHA,Price
2788-CJQAQ,No Churn
5442-XSDCW,No Churn
7293-LSCDV,No Churn
8064-RAVOH,No Churn
5527-ACHSO,Attitude
0584-BJQGZ,Competitor
1522-VVDMG,No Churn
1266-NZYUI,No Churn
9135-MGVPY,No Churn
7950-XWOVN,No Churn
1910-FMXJM,Competitor
1370-GGAWX,Competitor
4013-GUXND,No Churn
2034-GDRCN,No Churn
2138-VFAPZ,No Churn
0862-PRCBS,No Churn
1074-WVEVG,No Churn
6016-LVTJQ,No Churn
5149-CUZUJ,No Churn
5201-CBWYG,No Churn
4671-LXRDQ,No Churn
1020-JPQOW,No Churn
5945-AZYHT,No Churn
3898-GUYTS,No Churn
2428-HYUNX,No Churn
8944-AILEF,No Churn
8932-CZHRQ,No Churn
0244-LGNFY,No Churn
2834-JKOOW,No Churn
3646-ITDGM,No Churn
2550-QHZGP,No Churn
9500-IWPXQ,No Churn
0362-ZBZWJ,No Churn
4140-MUHUG,No Churn
8628-MFKAX,No Churn
5828-AVIPD,No Churn
9231-ZJYAM,Competitor
3680-CTHUH,Competitor
4080-OGPJL,No Churn
3729-OWRVL,Price
4656-CAURT,No Churn
6371-NZYEG,No Churn
7446-KQISO,Competitor
6439-PKTRR,No Churn
0318-QUUOB,No Churn
9367-OIUXP,No Churn
7608-RGIRO,Competitor
1264-FUHCX,No Churn
6661-EIPZC,Attitude
5640-CAXOA,No Churn
6413-XKKPU,Attitude
6725-TPKJO,No Churn
1950-KSVVJ,Attitude
7251-LJBQN,No Churn
7663-CUXZB,No Churn
5014-WUQMG,Dissatisfaction
3621-CHYVB,No Churn
5006-MXVRN,No Churn
4701-AHWMW,Competitor
3841-NFECX,Attitude
2876-VBBBL,No Churn
5575-TPIZQ,No Churn
6050-FFXES,Dissatisfaction
5295-PCJOO,Attitude
0334-GDDSO,No Churn
3589-PPVKW,Competitor
3014-WJKSM,Competitor
8999-XXGNS,Other
1125-SNVCK,Attitude
3703-TTEPD,Dissatisfaction
7783-YKGDV,No Churn
0641-EVBOJ,Other
3190-FZATL,No Churn
8295-FHIVV,Price
5172-RKOCB,No Churn
2228-BZDEE,Competitor
2080-SRCDE,Attitude
1110-KYLGQ,No Churn
2773-OVBPK,No Churn
1897-RCFUM,Attitude
2378-YIZKA,No Churn
2408-PSJVE,No Churn
1563-IWQEX,Attitude
9691-HKOVS,No Churn
6352-GIGGQ,No Churn
3259-QMXUN,No Churn
2277-AXSDC,No Churn
0923-PNFUB,No Churn
8984-EYLLL,No Churn
5074-FBGHB,No Churn
0003-MKNFE,No Churn
0578-SKVMF,No Churn
2263-SFSQZ,No Churn
8619-IJNDK,No Churn
9154-QDGTH,No Churn
2351-BKRZW,No Churn
6421-SZVEM,No Churn
7799-DSEWS,No Churn
4349-GFQHK,No Churn
9522-ZSINC,No Churn
4558-CGYCZ,No Churn
7623-HKYRK,No Churn
0186-CAERR,Dissatisfaction
3992-YWPKO,No Churn
5277-ZLOOR,No Churn
5919-VCZYM,No Churn
9229-RQABD,No Churn
6683-VLCTZ,No Churn
7330-WZLNC,No Churn
0239-OXEXL,Competitor
8992-CEUEN,Dissatisfaction
2904-GGUAZ,No Churn
3550-SAHFP,No Churn
9412-GHEEC,Attitude
8981-FJGLA,No Churn
8958-JPTRR,Attitude
5624-BQSSA,No Churn
3930-ZGWVE,Competitor
4338-EYCER,No Churn
8590-OHDIW,No Churn
2432-TFSMK,No Churn
4573-JKNAE,No Churn
3199-XGZCY,Price
3720-DBRWL,No Churn
5533-RJFTJ,No Churn
8414-MYSHR,Other
5038-ETMLM,No Churn
3424-NMNBO,No Churn
9236-NDUCW,No Churn
6633-SYEUS,No Churn
4652-NNHNY,No Churn
9553-DLCLU,No Churn
8132-YPVBX,Competitor
9244-ZVAPM,No Churn
8573-CGOCC,No Churn
7876-AEHIG,No Churn
3154-HMWUU,No Churn
6480-YAGIY,No Churn
1548-ARAGG,No Churn
1171-TYKUR,Dissatisfaction
2722-JMONI,No Churn
5985-BEHZK,No Churn
3763-GCZHZ,No Churn
4521-WFJAI,No Churn
6461-PPAXN,No Churn
2150-UWTFY,No Churn
9818-XQCUV,No Churn
4163-KIUHY,Competitor
2024-BASKD,Dissatisfaction
9904-EHEVJ,No Churn
4853-RULSV,No Churn
7218-HKQFK,No Churn
3194-ORPIK,No Churn
1760-CAZHT,No Churn
0013-MHZWF,No Churn
7774-OJSXI,No Churn
4237-CLSMM,No Churn
9206-GVPEQ,No Churn
6121-VZNQB,No Churn
5641-DMBFJ,No Churn
0324-BRPCJ,No Churn
5708-EVONK,No Churn
7024-OHCCK,No Churn
5183-KLYEM,No Churn
3397-AVTKU,No Churn
3580-GICBM,Dissatisfaction
3441-CGZJH,Dissatisfaction
9150-KPBJQ,Attitude
5135-RDDQL,No Churn
5600-PDUJF,No Churn
2027-OAQQC,No Churn
0488-GSLFR,Price
9089-UOWJG,No Churn
5057-RKGLH,No Churn
9052-VKDUW,Attitude
4116-IQRFR,No Churn
0253-ZTEOB,No Churn
2575-GFSOE,Competitor
8356-WUAOJ,No Churn
6773-LQTVT,Attitude
0679-IDSTG,No Churn
6616-AALSR,Attitude
2958-NHPPS,No Churn
9057-SIHCH,No Churn
4176-RELJR,No Churn
0621-TSSMU,No Churn
9481-IEBZY,No Churn
7879-CGSFV,Dissatisfaction
4397-FRLTA,Other
8286-AFUYI,No Churn
9897-KXHCM,No Churn
1336-EZFZY,No Churn
6734-JDTTV,Dissatisfaction
5997-OPVFA,No Churn
3384-CTMSF,No Churn
9945-PSVIP,Price
7363-QTBIW,Dissatisfaction
3870-SPZSI,Competitor
4625-EWPTF,No Churn
0409-WTMPL,Competitor
4801-KFYKL,No Churn
7905-NJMXS,No Churn
0268-QKIWO,Price
0818-OCPZO,No Churn
3402-XRIUO,No Churn
1389-WNUIB,No Churn
2672-OJQZP,No Churn
3757-NJYBX,No Churn
8433-WXGNA,No Churn
0580-PIQHM,No Churn
7927-AUXBZ,No Churn
2817-LVCPP,No Churn
3777-XROBG,No Churn
4367-NHWMM,No Churn
2690-DVRVK,Competitor
3097-NNSPB,No Churn
2082-OJVTK,Competitor
6086-ESGRL,Price
8988-ECPJR,No Churn
3234-VKACU,No Churn
9494-MRNYX,No Churn
5743-KHMNA,No Churn
6082-GLJIX,No Churn
5981-ITEMU,No Churn
4636-OLWOE,No Churn
5087-SUURX,No Churn
3668-QPYBK,No Churn
4312-GVYNH,No Churn
2886-KEFUM,No Churn
0281-CNTZX,No Churn
8089-UZWLX,No Churn
1074-AMIOH,No Churn
4138-NAXED,Price
2684-EIWEO,No Churn
0723-DRCLG,No Churn
9629-NHXFW,Competitor
0083-PIVIK,Price
1867-TJHTS,No Churn
1468-DEFNC,No Churn
8388-FYNPZ,Competitor
6848-YLDFR,No Churn
5553-AOINX,Competitor
3617-XLSGQ,No Churn
1513-XNPPH,No Churn
2025-JKFWI,No Churn
1166-PQLGG,No Churn
8410-BGQXN,Attitude
1834-ABKHQ,No Churn
9050-QLROH,Competitor
8434-VGEQQ,No Churn
1228-ZLNBX,No Churn
0388-EOPEX,No Churn
4952-YSOGZ,No Churn
6617-WLBQC,No Churn
5480-TBGPH,Other
4813-HQMGZ,No Churn
0343-QLUZP,No Churn
7094-MSZAO,No Churn
6175-IRFIT,No Churn
1320-GVNHT,No Churn
1541-ETJZO,No Churn
3138-BKYAV,No Churn
5287-QWLKY,No Churn
0530-IJVDB,No Churn
1915-IOFGU,No Churn
6894-LFHLY,Competitor
9513-DXHDA,No Churn
1087-GRUYI,Price
4701-MLJPN,No Churn
7409-JURKQ,No Churn
7279-NMVJC,No Churn
2091-GPPIQ,No Churn
1397-XKKWR,Dissatisfaction
3494-JCHRQ,No Churn
5883-GTGVD,No Churn
3174-RKMOW,No Churn
9281-CEDRU,No Churn
7976-CICYS,No Churn
8819-IMISP,Competitor
7080-TNUWP,No Churn
9530-GRMJG,No Churn
4112-LUEIZ,No Churn
0308-GIQJT,No Churn
7130-CTCUS,No Churn
1219-NNDDO,No Churn
5821-MMEIL,No Churn
1614-JBEBI,No Churn
2676-SSLTO,No Churn
9708-HPXWZ,No Churn
7269-JISCY,Dissatisfaction
7337-CINUD,No Churn
3605-JISKB,No Churn
6479-SZPLM,No Churn
4597-ELFTS,No Churn
2150-WLKUW,No Churn
4737-AQCPU,No Churn
5130-IEKQT,Competitor
0895-UADGO,No Churn
3276-HDUEG,Dissatisfaction
7892-QVYKW,No Churn
4322-RCYMT,No Churn
3457-PQBYH,Price
5857-XRECV,No Churn
6229-LSCKB,No Churn
6985-HAYWX,No Churn
5186-SAMNZ,Attitude
1936-CZAKF,No Churn
3323-CPBWR,No Churn
6345-FZOQH,Competitor
6010-DDPPW,No Churn
0040-HALCW,Attitude
3058-HJCUY,No Churn
7740-KKCXF,No Churn
3016-KSVCP,No Churn
4686-GEFRM,Competitor
2267-WTPYD,No Churn
8146-QQKZH,No Churn
0188-GWFLE,No Churn
8387-MOJJT,No Churn
5493-SDRDQ,No Churn
4751-ERMAN,Competitor
5832-XKAES,No Churn
1955-IBMMB,No Churn
4342-HENTK,Attitude
8963-MQVYN,No Churn
9254-RBFON,No Churn
5651-CPDND,No Churn
2522-WLNSF,No Churn
5846-ABOBJ,No Churn
7554-AKDQF,No Churn
3665-JATSN,No Churn
7009-PCARS,No Churn
0596-BQCEQ,Competitor
0817-HSUSE,No Churn
0459-SPZHJ,No Churn
1394-SUIUH,No Churn
9537-JALFH,No Churn
7255-SSFBC,No Churn
6518-KZXCB,No Churn
0178-SZBHO,No Churn
9773-PEQBZ,Price
9746-YKGXB,Other
9227-LUNBG,Dissatisfaction
1640-PLFMP,No Churn
6284-KMNUF,Price
3200-MNQTF,Attitude
2589-AYCRP,Competitor
8457-XIGKN,Price
0587-DMGBH,No Churn
6994-ORCWG,No Churn
8709-KRDVL,Competitor
7706-DZNKK,No Churn
2990-IAJSV,No Churn
5214-NLTIT,Competitor
2103-ZRXFN,No Churn
7246-ZGQDF,Attitude
3317-HRTNN,No Churn
2249-YPRNG,No Churn
7634-WSWDB,No Churn
2982-VPSGI,No Churn
7088-FBAWU,Attitude
1623-NLDOT,No Churn
6250-CGGUN,No Churn
3301-LSLWQ,No Churn
5879-HMFFH,No Churn
1195-OIYEJ,No Churn
4986-MXSFP,No Churn
0812-WUPTB,No Churn
4291-HPAXL,No Churn
9396-ZSFLL,No Churn
1971-DTCZB,Competitor
3522-CDKHF,Competitor
7909-FIOIY,Price
6680-WKXRZ,No Churn
2550-AEVRU,Competitor
5144-TVGLP,No Churn
4123-DVHPH,No Churn
6827-IEAUQ,No Churn
3196-NVXLZ,Competitor
5146-CBVOE,No Churn
8659-IOOPU,Other
9919-KNPOO,Attitude
6171-ZTVYB,No Churn
6479-OAUSD,No Churn
6837-BJYDQ,No Churn
9114-VEPUF,No Churn
9529-OFXHY,No Churn
8397-MVTAZ,No Churn
9462-MJUAW,No Churn
8695-WDYEA,Competitor
2073-QBVBI,No Churn
3982-XWFZQ,No Churn
8603-IJWDN,No Churn
6351-SCJKT,No Churn
9972-NKTFD,No Churn
8914-RBTSB,No Churn
1839-FBNFR,Competitor
8181-YHCMF,No Churn
5692-FPTAH,No Churn
0743-HRVFF,Attitude
3186-AJIEK,No Churn
2930-UOTMB,No Churn
8486-AYEQH,No Churn
0229-LFJAF,No Churn
7684-XSZIY,No Churn
8715-KKTFG,No Churn
8417-GSODA,Other
1697-NVVGY,Competitor
9504-YAZWB,No Churn
1794-HBQTJ,No Churn
7065-YUNRY,No Churn
9063-ZGTUY,Competitor
6765-MBQNU,No Churn
5375-XLDOF,No Churn
0218-QNVAS,No Churn
2573-GYRUU,No Churn
1834-WULEG,No Churn
1304-BCCFO,No Churn
1193-RTSLK,No Churn
4632-PAOYU,No Churn
7359-WWYJV,Competitor
3316-UWXUY,No Churn
6772-WFQRD,No Churn
4373-MAVJG,No Churn
5060-TQUQN,No Churn
9386-LDCZR,No Churn
0471-ARVMX,No Churn
3774-VBNXY,No Churn
9548-ZMVTX,No Churn
5898-IGSLP,No Churn
7136-IHZJA,No Churn
9837-BMCLM,No Churn
0112-QAWRZ,Attitude
2688-BHGOG,No Churn
2911-UREFD,Other
8468-FZTOE,Other
6727-IOTLZ,No Churn
1853-ARAAQ,No Churn
3956-MGXOG,No Churn
3167-SNQPL,No Churn
6625-IUTTT,No Churn
4909-JOUPP,No Churn
8690-ZVLCL,No Churn
6015-VVHHE,No Churn
1073-XXCZD,Other
9443-JUBUO,No Churn
8469-SNFFH,No Churn
8775-LHDJH,No Churn
0612-RTZZA,Attitude
0822-QGCXA,No Churn
1963-SVUCV,No Churn
7278-CKDNC,Competitor
4553-DVPZG,No Churn
2775-SEFEE,Competitor
5619-XZZKR,No Churn
2486-WYVVE,No Churn
8149-RSOUN,No Churn
8992-VONJD,No Churn
8165-ZJRNM,Price
6961-VCPMC,No Churn
4993-JCRGJ,Other
3567-PQTSO,No Churn
8008-OTEZX,Competitor
2180-DXNEG,No Churn
1078-TDCRN,No Churn
1415-YFWLT,No Churn
7241-AJHFS,Attitude
6166-ILMNY,Price
4256-ZWTZI,No Churn
3208-YPIOE,Price
7110-BDTWG,Dissatisfaction
1816-FLZDK,No Churn
4827-DPADN,No Churn
4248-HCETZ,No Churn
3963-RYFNS,Competitor
3810-PJUHR,Price
6976-BWGLQ,Other
8318-LCNBW,No Churn
0666-UXTJO,No Churn
9411-TPQQV,Other
5049-GLYVG,No Churn
0214-JHPFW,Price
4929-BSTRX,No Churn
0277-BKSQP,No Churn
6032-IGALN,No Churn
7703-ZEKEF,No Churn
7677-SJJJK,No Churn
3569-VLDHH,No Churn
1600-DILPE,No Churn
0774-RMNUW,Competitor
0463-WZZKO,No Churn
2519-FAKOD,No Churn
7483-IQWIB,Price
4566-QVRRW,Competitor
7190-XHTWJ,No Churn
9174-FKWZE,No Churn
9693-XMUOB,Competitor
0968-GSIKN,No Churn
3205-MXZRA,No Churn
1641-BYBTK,Attitude
5647-FXOTP,Attitude
3594-KADLU,No Churn
8450-JOVAH,Dissatisfaction
1891-QRQSA,Attitude
1498-NHTLT,No Churn
2696-RZVZW,No Churn
9572-MTILT,No Churn
8818-DOPVL,No Churn
2978-XXSOG,No Churn
1642-HMARX,Competitor
5419-JPRRN,No Churn
3506-LCJDC,No Churn
3884-HCSWG,No Churn
5149-QYTTU,No Churn
9251-WNSOD,No Churn
2676-ISHSF,Competitor
4468-YDOVK,Dissatisfaction
0742-LAFQK,No Churn
0234-TEVTT,No Churn
0506-LVNGN,Attitude
3090-QFUVD,No Churn
1599-EAHXY,Competitor
9135-HSWOC,No Churn
1262-OPMFY,No Churn
3635-JBPSG,No Churn
4671-VJLCL,Dissatisfaction
2853-CWQFQ,No Churn
0420-BWTPW,No Churn
4080-IIARD,No Churn
7140-ADSMJ,No Churn
2012-NWRPA,Competitor
7402-PWYJJ,No Churn
2108-XWMPY,Dissatisfaction
2777-PHDEI,Price
9967-ATRFS,No Churn
2003-CKLOR,No Churn
7801-CEDNV,Competitor
4811-JBUVU,No Churn
1696-HXOWK,No Churn
7742-MYPGI,No Churn
0023-XUOPT,No Churn
8735-IJJEG,No Churn
4550-VBOFE,No Churn
8015-IHCGW,Dissatisfaction
2100-BDNSN,No Churn
9564-KCLHR,No Churn
3736-BLEPA,Attitude
3580-HYCSP,No Churn
1625-JAIIY,Dissatisfaction
5119-NZPTV,No Churn
9239-ZBZZV,No Churn
7954-MLBUN,No Churn
0524-IAVZO,No Churn
2380-DAMQP,No Churn
3724-UCSHY,No Churn
5966-EMAZU,Competitor
5955-EPOAZ,No Churn
2408-WITXK,Price
6394-HHHZM,No Churn
7977-HXJKU,No Churn
6543-JXSOO,No Churn
7143-BQIBA,No Churn
1098-KFQEC,No Churn
5133-POWUA,Other
1265-BCFEO,No Churn
1564-NTYXF,No Churn
5129-JLPIS,No Churn
7883-ROJOC,Competitor
0958-YHXGP,Dissatisfaction
3530-VWVGU,Competitor
2856-NNASM,No Churn
0661-KQHNK,No Churn
9489-JMTTN,Dissatisfaction
0577-WHMEV,No Churn
4385-ZKVNW,No Churn
0380-ZCSBI,Attitude
1000-AJSLD,No Churn
3148-AOIQT,No Churn
4430-YHXGG,Other
0325-XBFAC,No Churn
9907-SWKKF,Dissatisfaction
8550-XSXUQ,No Churn
6778-YSNIH,No Churn
1628-BIZYP,Dissatisfaction
1282-IHQAC,Other
0019-GFNTW,Dissatisfaction
3812-LRZIR,No Churn
0265-EDXBD,No Churn
4692-NNQRU,Competitor
9470-RTWDV,No Churn
8499-BRXTD,Competitor
3373-DIUUN,No Churn
6103-BOCOU,No Churn
3859-CVCET,No Churn
4710-FDUIZ,No Churn
4546-FOKWR,No Churn
5442-PPTJY,Attitude
6937-GCDGQ,Attitude
9728-FTTVZ,No Churn
5062-CJJKH,Dissatisfaction
8802-UNOJF,No Churn
6029-WTIPC,No Churn
0114-PEGZZ,No Churn
4786-UKSNZ,Competitor
9948-YPTDG,Competitor
9824-BEMCV,No Churn
3896-ZVNET,No Churn
0626-QXNGV,No Churn
9725-SCPZG,Dissatisfaction
6609-MXJHJ,Competitor
0274-JKUJR,No Churn
6288-CHQJB,No Churn
1963-VAUKV,No Churn
5539-HIVAK,Price
8133-ANHHJ,No Churn
5054-IEXZT,No Churn
5899-MQZZL,No Churn
9620-ENEJV,No Churn
6425-JWTDV,No Churn
5172-MIGPM,Price
4361-JEIVL,Competitor
3050-GBUSH,No Churn
4730-AWNAU,No Churn
5198-EFNBM,Competitor
4115-BNPJY,No Churn
2632-UCGVD,No Churn
6435-SRWBJ,No Churn
6304-IJFSQ,No Churn
1732-VHUBQ,No Churn
6629-LADHQ,No Churn
5906-DVAPM,No Churn
5777-ZPQNC,No Churn
0898-XCGTF,No Churn
7636-OWBPG,No Churn
3754-DXMRT,No Churn
9906-NHHVC,No Churn
1557-EMYVT,No Churn
0278-YXOOG,Dissatisfaction
9995-HOTOH,No Churn
4803-AXVYP,No Churn
0531-ZZJWQ,Dissatisfaction
5240-CAOYT,Dissatisfaction
6047-YHPVI,No Churn
3007-FDPEA,No Churn
0206-OYVOC,No Churn
8042-RNLKO,No Churn
7820-ZYGNY,No Churn
6734-GMPVK,No Churn
1552-CZCLL,No Churn
4720-VSTSI,No Churn
7274-CGTOD,No Churn
1247-QBVSH,No Churn
9129-UXERG,No Churn
4257-GAESD,No Churn
5236-XMZJY,No Churn
0906-QVPMS,No Churn
7277-OZCGZ,No Churn
2839-RFSQE,No Churn
1456-TWCGB,No Churn
5028-HTLJB,No Churn
6702-OHFWR,No Churn
1268-ASBGA,No Churn
7872-BAAZR,No Churn
9780-FKVVF,Attitude
1840-BIUOG,No Churn
2001-MCUUW,No Churn
9609-BENEA,Dissatisfaction
2187-LZGPL,No Churn
0816-TSPHQ,Attitude
1324-NLTJE,No Churn
9391-TTOYH,No Churn
6892-BOGQE,No Churn
8016-ZMGMO,Competitor
1307-ATKGB,No Churn
9031-ZVQPT,No Churn
9278-VZKCD,Dissatisfaction
9351-LZYGF,Competitor
7396-VJUZB,No Churn
0058-EVZWM,No Churn
9364-YKUVW,No Churn
6921-OZMFH,No Churn
3926-YZVVX,No Churn
2830-LEWOA,Attitude
2786-GCDPI,No Churn
7359-PTSXY,No Churn
5312-TSZVC,Competitor
0516-VRYBW,Other
2959-EEXWB,Competitor
8727-JQFHV,No Churn
7365-BVCJH,No Churn
6996-KNSML,Dissatisfaction
4640-UHDOS,No Churn
5732-IKGQH,No Churn
6108-OQZDQ,Attitude
2384-OVPSA,No Churn
3627-FHKBK,No Churn
4670-TABXH,No Churn
6502-KUGLL,Dissatisfaction
9079-YEXQJ,No Churn
2418-TPEUN,Other
6986-IXNDM,Dissatisfaction
8865-TNMNX,Competitor
0820-FNRNX,Competitor
7881-INRLC,Dissatisfaction
8097-OMULG,No Churn
4633-MKHYU,No Churn
5271-DBYSJ,Competitor
5626-MGTUK,No Churn
3392-EHMNK,No Churn
6075-SLNIL,No Churn
5485-WUYWF,No Churn
1568-BEKZM,No Churn
1833-VGRUM,No Churn
6877-TJMBR,No Churn
8490-BXHEO,No Churn
4872-JCVCA,No Churn
8752-GHJFU,No Churn
6128-CZOMY,No Churn
8313-AFGBW,Attitude
4718-DHSMV,No Churn
7928-VJYAB,Competitor
0635-WKOLD,Dissatisfaction
6518-PPLMZ,No Churn
4282-ACRXS,No Churn
7108-DGVUU,No Churn
6386-SZZKH,No Churn
3689-MOZGR,Attitude
6689-TCZHQ,No Churn
1094-BKOSX,Competitor
5693-PIPCS,Competitor
0936-NQLJU,No Churn
3900-AQPHZ,No Churn
2229-DPMBI,No Churn
4137-BTIKL,No Churn
7607-QKKTJ,No Churn
5712-AHQNN,No Churn
2664-XJZNO,No Churn
5847-MXBEO,No Churn
9661-ACXBS,Other
0707-HOVVN,No Churn
7929-DMBCV,Competitor
8605-ITULD,No Churn
8498-XXGWA,No Churn
2237-ZFSMY,No Churn
5727-MYATE,No Churn
2061-VVFST,No Churn
8337-UPOAQ,Competitor
5356-KZCKT,Dissatisfaction
1025-FALIX,No Churn
5153-LXKDT,No Churn
8076-FEZKJ,Competitor
5917-HBSDW,No Churn
3253-HKOKL,No Churn
2272-UOINI,No Churn
5318-YKDPV,Attitude
3372-KWFBM,Attitude
