Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
0212-ISBBF,1.0,Female,59.0,No,,,No,0.0
6837-HAEVO,1.0,,,Yes,No,,No,0.0
1293-BSEUN,1.0,Male,23.0,Yes,No,No,No,0.0
2656-TABEH,1.0,Female,47.0,No,No,Yes,No,0.0
6870-ECSHE,,Female,63.0,No,No,Yes,,0.0
0625-AFOHS,1.0,Male,41.0,,No,,No,0.0
7089-XXAYG,1.0,Female,38.0,No,,No,No,0.0
7643-RCHXS,1.0,Female,62.0,,,,No,0.0
2141-RRYGO,1.0,,53.0,No,No,No,No,0.0
0093-XWZFY,1.0,Male,63.0,No,No,,Yes,2.0
8735-NBLWT,,Male,63.0,No,No,Yes,No,0.0
4471-KXAUH,1.0,Female,35.0,No,,Yes,Yes,1.0
1679-JRFBR,1.0,Male,40.0,No,No,Yes,No,0.0
1084-MNSMJ,,,,No,No,Yes,Yes,1.0
2990-IAJSV,1.0,Female,62.0,,No,No,No,0.0
8111-RKSPX,1.0,Male,41.0,No,No,Yes,Yes,1.0
0575-CUQOV,1.0,Male,37.0,No,No,,No,0.0
7989-AWGEH,,Female,43.0,No,No,No,No,0.0
5336-UFNZP,1.0,Male,35.0,No,No,No,No,0.0
2809-ILCYT,1.0,Male,53.0,No,No,Yes,Yes,3.0
1492-QGCLU,,Female,,No,No,Yes,Yes,3.0
3213-VVOLG,1.0,Female,29.0,Yes,No,Yes,No,
0129-KPTWJ,1.0,,62.0,No,No,Yes,No,0.0
8970-ANWXO,1.0,Male,21.0,Yes,No,Yes,No,0.0
7954-MLBUN,1.0,,47.0,No,No,No,No,0.0
8910-ICHIU,1.0,,24.0,Yes,No,,,
2453-SAFNS,1.0,Female,56.0,No,No,Yes,No,0.0
4389-UEFCZ,1.0,Male,38.0,No,No,,Yes,3.0
3396-DKDEL,1.0,Male,40.0,No,No,No,No,0.0
2719-BDAQO,1.0,Female,38.0,No,No,No,,0.0
3884-UEBXB,1.0,Male,64.0,No,No,,Yes,3.0
6416-YJTTB,1.0,Female,19.0,Yes,No,Yes,No,0.0
2209-XADXF,1.0,Female,59.0,,No,Yes,Yes,3.0
5676-CFLYY,1.0,Male,,No,No,Yes,Yes,2.0
5161-XEUVX,1.0,Male,27.0,Yes,No,,No,0.0
7639-SUPCW,1.0,Male,51.0,No,No,No,No,0.0
4853-OITSN,1.0,Female,58.0,No,No,,,0.0
2694-CIUMO,1.0,Male,38.0,No,No,,Yes,
1374-DMZUI,,Male,59.0,No,No,Yes,Yes,3.0
7328-ZJAJO,,Female,22.0,Yes,,Yes,No,0.0
1951-IEYXM,1.0,Female,56.0,No,No,Yes,Yes,2.0
0533-BNWKF,1.0,Female,32.0,No,No,No,No,0.0
9576-SYUHJ,1.0,Male,63.0,,No,Yes,No,0.0
5089-IFSDP,1.0,,43.0,No,No,Yes,Yes,3.0
3976-HXHCE,1.0,Female,21.0,Yes,No,No,No,0.0
7519-JTWQH,1.0,,49.0,,No,No,No,0.0
7274-CGTOD,1.0,Male,47.0,No,No,,No,
2984-MIIZL,,Female,61.0,No,No,No,No,0.0
2722-JMONI,1.0,Male,26.0,Yes,,Yes,No,0.0
7305-ZWMAJ,1.0,Female,31.0,No,No,Yes,,2.0
7492-TAFJD,1.0,,34.0,No,No,Yes,No,0.0
0139-IVFJG,,Male,29.0,Yes,No,No,Yes,3.0
9809-IMGCQ,1.0,Male,26.0,Yes,No,No,No,0.0
2363-BJLSL,,Male,,Yes,No,No,,3.0
3005-TYFRD,1.0,Male,45.0,No,No,No,No,
1891-UAWWU,1.0,Male,51.0,,No,Yes,Yes,
6567-HOOPW,1.0,Male,56.0,No,No,No,No,0.0
6032-IGALN,1.0,Male,20.0,,No,,Yes,
3546-GHEAE,1.0,Male,53.0,No,No,Yes,No,0.0
0895-DQHEW,1.0,Female,38.0,No,No,,No,0.0
4320-QMLLA,1.0,Male,42.0,No,No,Yes,No,0.0
2519-ERQOJ,1.0,,47.0,No,No,Yes,No,
8329-GWVPJ,1.0,Male,40.0,No,No,No,No,0.0
2984-RGEYA,1.0,Male,28.0,Yes,No,Yes,Yes,1.0
3209-ZPKFI,1.0,Male,39.0,No,No,Yes,Yes,3.0
4635-EJYPD,1.0,Female,,No,No,No,,0.0
8580-AECUZ,1.0,Male,35.0,No,No,No,,0.0
1597-LHYNC,1.0,Female,42.0,No,No,No,No,0.0
8143-ETQTI,,Male,46.0,No,No,Yes,No,0.0
9274-CNFMO,1.0,Male,54.0,No,,,Yes,2.0
7670-ZBPOQ,,Male,,No,No,No,No,0.0
3648-GZPHF,1.0,Female,,No,No,No,No,0.0
5057-LCOUI,,Male,,No,No,Yes,No,0.0
3022-BEXHZ,1.0,,50.0,No,,Yes,No,0.0
7136-IHZJA,1.0,Female,49.0,No,No,No,No,
0661-WCQNQ,1.0,Male,32.0,No,No,No,No,0.0
9391-DXGGG,1.0,Female,30.0,No,No,Yes,No,0.0
3985-HOYPM,1.0,Female,,Yes,No,No,No,0.0
1264-FUHCX,,Male,20.0,Yes,No,No,No,0.0
8226-BXGES,,Female,41.0,No,No,Yes,Yes,1.0
8007-YYPWD,,Female,,Yes,No,Yes,Yes,2.0
5708-EVONK,1.0,Female,64.0,No,No,No,No,
2018-PZKMU,1.0,Male,59.0,No,No,No,No,0.0
1051-EQPZR,,Male,29.0,Yes,No,Yes,No,0.0
6029-WTIPC,1.0,Female,19.0,Yes,No,,No,0.0
8625-AZYZY,1.0,Male,42.0,No,No,Yes,No,0.0
8189-DUKMV,1.0,Male,27.0,Yes,No,No,No,0.0
9058-CBREO,1.0,Male,22.0,Yes,No,Yes,No,0.0
6060-DRTNL,1.0,Female,46.0,No,No,Yes,,3.0
4510-PYUSH,1.0,,48.0,No,No,No,Yes,1.0
0188-GWFLE,,Female,36.0,No,No,No,,0.0
2834-JRTUA,1.0,Female,,No,No,Yes,,0.0
4355-HBJHH,1.0,Female,49.0,No,No,,No,0.0
3807-XHCJH,1.0,Female,28.0,Yes,No,Yes,No,0.0
6075-SLNIL,,,42.0,No,No,No,No,0.0
6905-NIQIN,,,44.0,No,No,No,No,
4086-WITJG,1.0,Female,40.0,No,No,No,No,0.0
9152-AMKAK,1.0,,61.0,No,No,Yes,Yes,1.0
2955-BJZHG,1.0,Female,52.0,No,No,No,No,0.0
1303-SRDOK,1.0,Male,19.0,Yes,No,Yes,Yes,1.0
6496-SLWHQ,1.0,Female,57.0,No,,No,No,0.0
1213-NGCUN,1.0,Female,60.0,No,No,Yes,No,0.0
1784-EZDKJ,1.0,Female,62.0,No,No,Yes,Yes,1.0
5759-RCVCB,1.0,,64.0,No,No,,No,0.0
2971-SGAFL,1.0,Female,,Yes,No,Yes,Yes,2.0
3824-RHKVR,1.0,Male,64.0,No,No,,No,0.0
1015-JPFYW,1.0,,56.0,No,No,Yes,No,0.0
6036-TTFYU,1.0,Male,30.0,No,No,,Yes,2.0
6341-AEVKX,,Male,52.0,No,No,No,No,0.0
9239-GZHZE,,Female,,,No,,,0.0
2189-WWOEW,1.0,Male,53.0,,No,Yes,No,0.0
5732-IKGQH,,Male,52.0,No,No,No,No,0.0
0925-VYDLG,1.0,Female,53.0,No,No,No,No,0.0
4464-JCOLN,1.0,Male,26.0,Yes,No,Yes,Yes,3.0
3468-DRVQJ,1.0,Female,58.0,No,No,,No,0.0
3372-CDXFJ,1.0,Female,64.0,,No,,Yes,5.0
5840-NVDCG,,Male,31.0,No,No,No,No,
6574-MCOEH,1.0,Male,54.0,No,No,No,No,0.0
7361-YPXFS,,Female,52.0,No,No,No,No,0.0
2868-LLSKM,1.0,,40.0,No,No,No,No,0.0
9189-JWSHV,1.0,Female,37.0,No,No,Yes,,1.0
3908-BLSYF,1.0,Male,43.0,No,No,Yes,No,0.0
3039-MJSLN,1.0,,62.0,No,No,Yes,No,0.0
7601-GNDYK,1.0,Female,24.0,Yes,No,Yes,Yes,
4749-OJKQU,1.0,Female,48.0,No,No,Yes,,1.0
5906-BFOZT,,Male,,No,No,No,,3.0
5120-ZBLAI,1.0,Male,23.0,Yes,No,Yes,Yes,
1866-OBPNR,1.0,,36.0,No,No,No,,0.0
7673-BQGKU,1.0,,,No,No,No,No,0.0
6507-DTJZV,1.0,Female,62.0,No,No,Yes,No,0.0
5982-XMDEX,1.0,Female,,Yes,No,Yes,,1.0
5504-WSIUR,1.0,Male,30.0,No,No,Yes,,0.0
9300-RENDD,1.0,,55.0,No,No,Yes,Yes,3.0
0436-TWFFZ,1.0,Male,59.0,No,No,Yes,,3.0
3956-CJUST,1.0,Female,31.0,No,No,Yes,Yes,3.0
3842-QTGDL,1.0,Female,51.0,No,No,No,Yes,3.0
0675-NCDYU,1.0,Male,33.0,No,No,Yes,No,0.0
6366-XIVKZ,1.0,Male,53.0,No,,Yes,No,0.0
0704-VCUMB,1.0,Female,28.0,Yes,,Yes,No,0.0
6319-QSUSR,1.0,Male,44.0,No,,,No,0.0
3961-SXAXY,1.0,Male,35.0,,No,Yes,Yes,2.0
7401-JIXNM,1.0,Male,34.0,,No,No,No,0.0
6379-RXJRQ,1.0,Male,46.0,No,No,No,No,0.0
3871-IKPYH,1.0,Male,23.0,Yes,No,Yes,No,0.0
9897-KXHCM,1.0,Female,52.0,No,No,Yes,No,0.0
9824-BEMCV,1.0,Male,31.0,No,No,No,No,
2121-JAFOM,1.0,Male,39.0,No,No,Yes,No,
4256-ZWTZI,,Female,56.0,No,No,Yes,No,
3721-WKIIL,1.0,Male,38.0,,No,,Yes,3.0
8388-DMKAE,1.0,Male,55.0,No,No,No,No,0.0
7826-VVKWT,1.0,Male,46.0,,No,No,No,0.0
7817-OMJNA,1.0,Female,51.0,No,No,Yes,Yes,
4647-MUZON,,Female,45.0,No,No,Yes,No,0.0
3544-FBCAS,1.0,Female,39.0,No,No,No,No,0.0
6992-TKNYO,1.0,Male,53.0,No,No,,No,
9426-SXNHE,1.0,Male,20.0,Yes,No,No,,0.0
4883-KCPZJ,1.0,Male,56.0,No,,Yes,No,0.0
8309-IEYJD,1.0,,39.0,No,No,,No,
5161-UBZXI,1.0,Male,36.0,,No,,No,0.0
6705-LXORM,1.0,Female,58.0,No,No,No,,0.0
7951-VRDVK,1.0,,,Yes,No,No,No,0.0
7576-OYWBN,1.0,Female,44.0,No,No,Yes,Yes,1.0
0769-MURVM,,Female,20.0,Yes,No,Yes,No,0.0
7114-AEOZE,1.0,Male,48.0,No,No,,,
3646-ITDGM,1.0,Female,46.0,,No,,No,0.0
6227-FBDXH,,Female,57.0,No,No,Yes,,0.0
2080-CAZNM,1.0,Female,29.0,Yes,No,No,No,0.0
6257-DTAYD,1.0,,36.0,No,No,,,0.0
5825-XJOCM,1.0,Male,29.0,Yes,No,Yes,No,0.0
5726-CVNYA,1.0,Female,50.0,No,No,No,No,0.0
7641-TQFHN,1.0,Male,21.0,Yes,No,No,No,0.0
9224-VTYID,1.0,Male,35.0,No,No,Yes,No,0.0
0516-QREYC,1.0,Male,20.0,Yes,No,Yes,No,0.0
3165-HDOEW,1.0,Female,51.0,No,No,No,No,
1697-BCSHV,1.0,Female,41.0,No,No,No,No,0.0
8069-YQQAJ,1.0,Male,40.0,,No,No,,0.0
5815-HGGHV,1.0,Female,21.0,Yes,No,No,No,
9750-BOOHV,1.0,Male,40.0,No,No,Yes,Yes,2.0
2672-OJQZP,1.0,Male,39.0,,No,Yes,No,0.0
2405-LBMUW,1.0,Female,47.0,No,No,Yes,Yes,2.0
1775-KWJKQ,1.0,Female,27.0,Yes,No,No,,0.0
1212-GLHMD,1.0,Male,58.0,No,No,Yes,Yes,3.0
5196-SGOAK,,Male,64.0,No,No,,No,0.0
4729-XKASR,1.0,Male,64.0,No,No,Yes,No,0.0
7711-YIJWC,1.0,Female,52.0,No,No,No,Yes,1.0
6633-MPWBS,1.0,Male,54.0,No,,Yes,No,0.0
9639-BUJXT,1.0,Female,33.0,,No,No,No,0.0
2219-MVUSO,1.0,,62.0,No,No,Yes,Yes,3.0
1428-IEDPR,1.0,Male,31.0,No,No,Yes,,1.0
6479-VDGRK,1.0,Male,27.0,Yes,No,Yes,,
2323-ARSVR,1.0,Male,53.0,No,No,Yes,No,0.0
1450-GALXR,1.0,Female,,No,,Yes,No,0.0
7017-VFHAY,1.0,Male,,No,No,Yes,Yes,3.0
1226-IENZN,1.0,Female,56.0,No,No,No,No,0.0
2266-FUBDZ,1.0,Male,27.0,Yes,No,No,No,0.0
9620-QJREV,1.0,Male,20.0,Yes,No,No,No,0.0
1322-AGOQM,1.0,Male,41.0,No,No,No,No,
9931-DCEZH,1.0,Female,21.0,Yes,No,No,No,0.0
2615-YVMYX,1.0,Male,39.0,No,No,Yes,No,0.0
7774-OJSXI,1.0,Female,61.0,No,No,Yes,Yes,1.0
4338-EYCER,1.0,Male,63.0,No,,No,No,0.0
3059-NGMXB,,Male,23.0,,No,Yes,No,0.0
5213-TWWJU,,Female,38.0,No,No,No,No,0.0
2982-VPSGI,,Male,42.0,No,No,No,No,0.0
3050-RLLXC,,Female,52.0,No,No,No,No,0.0
9207-ZPANB,1.0,Female,52.0,No,No,Yes,Yes,
2380-DAMQP,,Female,51.0,No,No,Yes,No,0.0
4544-RXFMG,1.0,Male,,No,No,Yes,No,0.0
3446-QDSZF,1.0,Male,,No,No,,No,0.0
1100-DDVRV,1.0,Female,57.0,No,No,No,No,0.0
7594-RQHXR,1.0,Male,30.0,No,No,Yes,No,0.0
3795-GWTRD,1.0,Male,46.0,No,No,No,No,0.0
2075-RMJIK,1.0,Male,,No,No,Yes,,1.0
6654-QGBZZ,1.0,Female,61.0,No,No,Yes,No,0.0
2055-PDADH,1.0,,,No,No,,Yes,1.0
8216-AZUUZ,1.0,Male,24.0,Yes,No,No,,0.0
8819-WFGGJ,1.0,Male,19.0,Yes,No,Yes,No,0.0
9323-HGFWY,1.0,,45.0,No,,Yes,No,0.0
8746-OQQRW,1.0,Female,58.0,,No,Yes,Yes,1.0
6591-QGOYB,1.0,,25.0,Yes,,No,No,0.0
2832-KJCRD,1.0,Female,58.0,No,No,Yes,No,0.0
0587-DMGBH,1.0,Female,63.0,No,No,No,No,0.0
3521-SYVOR,1.0,Male,33.0,No,No,Yes,No,0.0
4419-UJMUS,1.0,Female,59.0,,No,No,No,0.0
7010-BRBUU,1.0,Male,,No,No,,Yes,
1506-YJTYT,1.0,,,No,No,No,No,
2123-AGEEN,1.0,Male,20.0,Yes,No,No,No,
1207-BLKSA,1.0,,46.0,No,No,Yes,No,0.0
7798-JVXYM,1.0,Male,42.0,No,No,No,No,0.0
0134-XWXCE,1.0,Male,,No,No,Yes,Yes,3.0
9970-QBCDA,1.0,Female,31.0,No,No,,No,0.0
6907-CQGPN,1.0,,,No,No,Yes,No,0.0
5170-PTRKA,,Female,37.0,No,,Yes,No,0.0
0734-OXWBT,1.0,Female,57.0,No,No,Yes,No,0.0
5862-BRIXZ,1.0,Female,35.0,No,No,No,No,0.0
6397-JNZZG,1.0,,40.0,No,No,Yes,No,0.0
1872-EBWSC,1.0,Female,51.0,No,No,Yes,Yes,1.0
7654-YWJUF,1.0,Male,32.0,,No,Yes,Yes,2.0
4632-PAOYU,1.0,Female,37.0,No,No,No,No,0.0
8204-TIFGJ,,,54.0,No,No,Yes,Yes,2.0
6496-JDSSB,,Female,36.0,No,No,No,No,0.0
0365-TRTPY,,Female,54.0,No,No,Yes,No,0.0
2773-OVBPK,1.0,Male,45.0,No,No,Yes,No,0.0
7927-AUXBZ,1.0,Female,60.0,No,,Yes,No,0.0
9350-VLHMB,,Male,64.0,No,No,Yes,Yes,1.0
0674-DGMAQ,1.0,Male,,Yes,No,,Yes,1.0
0187-QSXOE,1.0,Female,26.0,Yes,No,Yes,No,0.0
1401-FTHFQ,1.0,Female,20.0,Yes,No,,No,0.0
8058-INTPH,1.0,Female,,,No,No,No,
4056-QHXHZ,1.0,,40.0,No,No,No,No,0.0
2848-YXSMW,1.0,,22.0,Yes,No,No,No,0.0
7129-ACFOG,1.0,Female,46.0,No,No,No,No,0.0
1488-SYSFC,1.0,Female,39.0,No,No,Yes,Yes,1.0
5206-HPJKM,1.0,Male,48.0,No,No,Yes,Yes,
6445-TNRXS,1.0,,35.0,No,No,Yes,Yes,1.0
5122-CYFXA,1.0,Male,,No,No,Yes,No,0.0
7762-ONLJY,1.0,Male,26.0,Yes,No,No,No,
5178-LMXOP,1.0,Male,44.0,No,No,Yes,Yes,3.0
9522-ZSINC,1.0,Female,51.0,No,No,Yes,No,0.0
3401-URHDA,1.0,Male,33.0,,No,No,,
4289-DTDKW,1.0,Male,50.0,No,No,Yes,Yes,4.0
3158-MOERK,1.0,Female,38.0,No,,Yes,No,0.0
8620-RJPZN,1.0,,27.0,,No,Yes,,0.0
6078-VESFR,1.0,Male,29.0,,No,Yes,Yes,1.0
2676-OXPPQ,1.0,Female,42.0,No,No,No,No,0.0
2898-LSJGD,1.0,Male,52.0,No,No,Yes,No,0.0
5748-RNCJT,1.0,Female,54.0,,No,Yes,Yes,2.0
3938-YFPXD,1.0,Male,20.0,Yes,No,No,No,0.0
1575-KRZZE,1.0,Male,64.0,No,No,No,No,0.0
6797-LNAQX,1.0,,38.0,No,No,No,Yes,2.0
6464-KEXXH,1.0,Male,33.0,No,No,No,No,0.0
4685-TFLLS,,Female,25.0,Yes,No,Yes,No,0.0
9631-RXVJM,1.0,Female,24.0,Yes,No,No,No,0.0
3186-AJIEK,1.0,Female,23.0,Yes,No,Yes,,0.0
9174-IHETN,1.0,Male,61.0,No,,No,No,0.0
5149-QYTTU,1.0,Female,22.0,Yes,No,Yes,Yes,2.0
5549-ZGHFB,1.0,Male,49.0,No,No,Yes,No,0.0
0253-ZTEOB,1.0,Male,37.0,No,No,No,No,0.0
0030-FNXPP,1.0,Male,62.0,,No,,No,0.0
4291-SHSBH,1.0,Female,24.0,Yes,No,,Yes,
7613-LLQFO,,,48.0,No,No,No,No,0.0
4825-FUREZ,1.0,Male,,No,No,Yes,Yes,2.0
2812-ENYMO,1.0,Female,22.0,Yes,No,Yes,No,0.0
6258-PVZWJ,1.0,Male,,Yes,No,Yes,Yes,3.0
4830-FAXFM,1.0,Male,37.0,No,No,Yes,No,0.0
8433-WXGNA,1.0,Female,42.0,No,No,Yes,Yes,2.0
2025-JKFWI,1.0,Male,49.0,No,No,No,No,0.0
0824-VWDPO,1.0,Male,48.0,No,No,Yes,Yes,
0334-GDDSO,1.0,Male,50.0,No,No,,,0.0
7615-ESMYF,1.0,Female,41.0,No,No,Yes,Yes,
3323-CPBWR,1.0,Female,45.0,No,No,Yes,Yes,1.0
9817-APLHW,,Female,59.0,No,No,Yes,,0.0
9225-BZLNZ,1.0,Male,64.0,,,Yes,No,0.0
9488-HGMJH,1.0,Male,21.0,Yes,No,Yes,No,0.0
9782-LGXMC,1.0,,61.0,No,,No,No,0.0
8597-CTXVJ,1.0,Male,,Yes,No,No,No,0.0
1004-NOZNR,,Male,39.0,No,No,No,No,0.0
6845-RGTYS,1.0,Male,28.0,Yes,,Yes,Yes,3.0
8490-BXHEO,1.0,,50.0,No,No,,No,0.0
8687-BAFGU,1.0,Male,30.0,No,No,Yes,Yes,
8756-RDDLT,1.0,Male,60.0,No,No,Yes,No,
3392-EHMNK,1.0,Female,55.0,No,No,No,No,0.0
8510-BBWMU,1.0,,63.0,No,No,No,,
3339-EAQNV,1.0,Male,46.0,,No,No,Yes,
2146-EGVDT,1.0,,47.0,,,Yes,No,0.0
9391-TTOYH,1.0,Male,49.0,No,,No,No,0.0
8450-UYIBU,1.0,Male,25.0,Yes,No,Yes,Yes,1.0
9978-HYCIN,1.0,Female,35.0,No,No,No,No,0.0
8627-EHGIP,1.0,Male,57.0,No,No,Yes,No,0.0
8008-ESFLK,,,58.0,No,No,,No,
3221-CJMSG,1.0,,38.0,No,,No,No,0.0
1343-EHPYB,1.0,Male,55.0,No,No,No,No,0.0
5172-RKOCB,1.0,,44.0,No,No,No,No,
4859-ZSRDZ,1.0,Male,,Yes,No,No,No,0.0
4884-LEVMQ,1.0,Male,,No,,Yes,No,
6447-GORXK,1.0,Female,22.0,Yes,No,Yes,Yes,1.0
8387-UGUSU,1.0,Female,57.0,No,No,Yes,Yes,1.0
8144-DGHXP,1.0,Male,64.0,No,No,,No,0.0
6368-NWMCE,,Female,59.0,No,No,No,No,0.0
8266-VBFQL,,Female,20.0,Yes,No,No,,0.0
9975-GPKZU,1.0,,,No,No,No,No,0.0
1984-GPTEH,1.0,Male,28.0,,No,No,,0.0
0897-FEGMU,1.0,Male,,,,Yes,,0.0
6270-OMFIW,1.0,,33.0,No,No,Yes,No,0.0
4462-CYWMH,1.0,Male,55.0,No,No,Yes,Yes,3.0
2898-MRKPI,1.0,Male,24.0,Yes,No,Yes,Yes,3.0
7771-ZONAT,1.0,Male,19.0,Yes,No,Yes,Yes,3.0
0491-KAPQG,,Male,28.0,Yes,,No,No,
7663-ZTEGJ,1.0,Female,,Yes,No,Yes,No,0.0
1178-PZGAB,1.0,Male,27.0,Yes,No,,No,0.0
1987-AUELQ,1.0,Male,59.0,No,No,No,,0.0
9926-PJHDQ,1.0,Female,61.0,No,No,No,No,0.0
1867-BDVFH,1.0,Female,21.0,Yes,,Yes,Yes,3.0
8749-CLJXC,1.0,Female,28.0,Yes,No,No,No,
6242-SGYTS,1.0,Male,53.0,No,No,,Yes,1.0
2364-UFROM,1.0,Male,46.0,No,No,No,No,0.0
9309-BZGNT,1.0,Male,64.0,No,No,No,No,0.0
2114-MGINA,1.0,Male,49.0,No,No,No,No,0.0
4910-GMJOT,1.0,Male,31.0,No,No,No,No,0.0
9297-EONCV,1.0,Female,60.0,No,No,,Yes,1.0
3642-GKTCT,1.0,Male,38.0,No,No,,Yes,3.0
9962-BFPDU,1.0,Female,38.0,No,No,No,No,0.0
8161-QYMTT,1.0,Male,27.0,Yes,No,Yes,No,0.0
2037-XJFUP,1.0,,56.0,No,No,Yes,Yes,6.0
4789-KWMXN,,Female,32.0,No,No,No,No,0.0
9714-EDSUC,1.0,,25.0,Yes,No,Yes,No,0.0
7633-MVPUY,1.0,Male,57.0,No,No,No,No,0.0
5269-NRGDP,1.0,Female,52.0,No,No,Yes,Yes,2.0
8805-JNRAZ,1.0,Female,23.0,Yes,No,No,No,0.0
1131-QQZEB,,Male,21.0,Yes,No,,No,0.0
4201-JMNGR,1.0,Male,26.0,Yes,No,No,No,0.0
6347-DCUIK,1.0,Male,32.0,,No,No,No,0.0
7245-NIIWQ,1.0,Female,22.0,Yes,No,No,No,0.0
9931-KGHOA,1.0,Female,61.0,,,No,No,
2858-EIMXH,1.0,Female,32.0,,No,,No,0.0
4140-WJAWW,1.0,Female,25.0,Yes,No,Yes,Yes,
8974-OVACP,1.0,Male,,,No,Yes,No,0.0
5119-NZPTV,1.0,Male,43.0,No,,No,No,0.0
3256-EZDBI,1.0,Female,21.0,Yes,No,No,No,0.0
8221-EQDGL,1.0,Female,42.0,No,,Yes,Yes,2.0
1722-LDZJS,1.0,,35.0,No,No,,No,
0780-XNZFN,1.0,Male,49.0,No,No,No,Yes,5.0
8879-XUAHX,1.0,Male,42.0,No,No,Yes,No,0.0
9531-NSBMR,1.0,Female,59.0,No,No,Yes,Yes,1.0
1262-OPMFY,,Female,,,No,Yes,No,
3948-KXDUF,1.0,Male,33.0,No,No,Yes,No,0.0
2703-AMTUL,1.0,Female,60.0,No,No,No,No,0.0
9174-FKWZE,1.0,Male,62.0,No,No,No,No,
6022-KOUQO,1.0,Male,21.0,,No,Yes,No,0.0
1399-UBQIU,,Female,30.0,No,No,No,No,0.0
1976-AZZPJ,1.0,Male,,No,No,No,No,
5569-OUICF,1.0,Male,,No,No,Yes,No,0.0
1328-EUZHC,1.0,Male,51.0,,No,Yes,Yes,2.0
1043-UXOVO,1.0,Female,33.0,No,No,Yes,,1.0
0322-YINQP,,Male,62.0,,No,Yes,No,0.0
7459-IMVYU,1.0,Male,42.0,No,,Yes,,3.0
9979-RGMZT,1.0,Female,,No,,No,No,0.0
3662-FXJFO,1.0,Male,57.0,No,No,No,No,0.0
2810-FTLEM,1.0,Female,63.0,No,No,Yes,Yes,1.0
1453-RZFON,1.0,Female,64.0,No,No,No,No,0.0
5766-FTRTS,1.0,Male,54.0,No,No,No,Yes,2.0
2921-XWDJH,1.0,Female,40.0,No,No,Yes,Yes,3.0
9074-KGVOX,1.0,Male,20.0,Yes,No,Yes,No,0.0
3549-ZTMNH,1.0,Female,,Yes,,No,Yes,1.0
5406-KGRMX,1.0,Male,30.0,No,No,Yes,No,0.0
3521-HTQTV,1.0,Male,29.0,Yes,No,No,No,
8242-JSVBO,1.0,Male,48.0,No,No,No,No,
3720-DBRWL,1.0,Female,30.0,,,No,,0.0
5275-SQEIZ,1.0,Female,29.0,Yes,No,No,Yes,1.0
8129-GMVGI,1.0,Male,36.0,No,No,,No,0.0
3419-SNJJD,,Female,33.0,No,,Yes,No,
3669-OYSJI,,Female,44.0,,No,Yes,No,0.0
5787-KXGIY,1.0,Female,19.0,Yes,No,Yes,Yes,2.0
5652-MSDEY,1.0,,35.0,,No,No,No,0.0
2243-FNMMI,1.0,Male,30.0,No,No,No,No,0.0
2483-XSSMZ,1.0,Male,54.0,No,No,No,No,0.0
6171-ZTVYB,1.0,Male,39.0,No,,No,No,0.0
0956-ACVZC,1.0,Male,,,No,Yes,,1.0
2393-DIVAI,1.0,Female,51.0,,No,No,No,0.0
7663-RGWBC,1.0,Male,59.0,No,No,Yes,No,
8450-LUGUK,1.0,Female,,No,No,Yes,No,0.0
2968-SSGAA,1.0,Male,62.0,No,No,Yes,Yes,1.0
1309-BXVOQ,,Female,,No,No,Yes,Yes,3.0
0230-UBYPQ,,Male,42.0,No,No,No,No,0.0
3910-MRQOY,1.0,Male,27.0,Yes,No,No,No,0.0
0274-JKUJR,1.0,Female,19.0,Yes,No,No,No,0.0
5482-PLVPE,1.0,Male,57.0,No,No,Yes,No,0.0
8383-SGHJU,1.0,Male,40.0,No,No,Yes,Yes,1.0
6508-NJYRO,1.0,Female,51.0,,,Yes,,3.0
4187-CINZD,1.0,Male,,No,No,No,Yes,1.0
0793-TWELN,1.0,Female,,No,No,No,No,0.0
4973-RLZVI,1.0,Female,38.0,No,No,Yes,Yes,1.0
9443-JUBUO,1.0,Female,40.0,,No,No,Yes,3.0
4504-YOULA,,,34.0,No,,Yes,No,0.0
9253-VIFJQ,1.0,,61.0,No,No,No,Yes,3.0
6383-ZTSIW,,Female,44.0,No,No,No,No,0.0
6265-SXWBU,1.0,Male,40.0,No,No,No,No,0.0
9837-BMCLM,1.0,Male,,No,No,No,No,0.0
7080-TNUWP,1.0,Female,61.0,,,Yes,No,0.0
2167-FQSTQ,,Male,50.0,No,No,Yes,No,0.0
8212-CRQXP,1.0,Male,29.0,Yes,No,No,Yes,3.0
4667-QONEA,1.0,Male,24.0,Yes,No,Yes,No,0.0
6368-TZZDT,1.0,,19.0,Yes,No,No,No,
2832-SCUCO,1.0,Female,64.0,No,No,No,No,0.0
3174-RKMOW,1.0,Female,41.0,No,No,No,No,0.0
8107-KNCIM,1.0,Female,58.0,,,No,No,0.0
3633-CDBUW,1.0,Female,,No,,Yes,No,0.0
1989-PRJHP,1.0,Male,44.0,No,No,Yes,No,0.0
2107-FBPTK,,Female,,No,No,Yes,Yes,3.0
9821-BESNZ,1.0,,26.0,,No,No,No,0.0
2262-SLNVK,1.0,Female,23.0,Yes,No,No,No,0.0
5970-GHJAW,1.0,Male,43.0,,,No,,0.0
1622-HSHSF,,Female,24.0,Yes,No,Yes,No,0.0
9367-OIUXP,1.0,Male,45.0,,No,No,No,0.0
1760-CAZHT,,Male,48.0,,No,Yes,No,0.0
3721-CNEYS,1.0,Male,62.0,No,No,Yes,No,0.0
