Customer ID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
8990-ZXLSU,1.0,United States,California,,93452.0,"35.746484, -121.223355",35.746484,-121.223355
0318-ZOPWS,1.0,United States,California,Santa Margarita,93453.0,"35.303926, -120.256567",,-120.256567
2746-DIJLO,1.0,United States,California,Santa Maria,93454.0,"34.943523, -120.256729",34.943523,-120.256729
7480-SPLEF,1.0,,California,,93455.0,"34.818227, -120.418784",34.818227,-120.418784
9112-WSNPU,1.0,United States,California,Santa Maria,93458.0,"34.95934, -120.490081",34.95934,-120.490081
2959-MJHIC,1.0,,California,Solvang,93463.0,"34.624399, -120.137875",34.624399,-120.137875
9644-KVCNC,,United States,California,Templeton,93465.0,"35.536115, -120.739231",35.536115,-120.739231
2314-TNDJQ,1.0,United States,California,California City,93505.0,"35.151491, -117.927597",35.151491,-117.927597
3716-BDVDB,1.0,United States,California,,93510.0,"34.501452, -118.207862",34.501452,-118.207862
0744-GKNGE,1.0,United States,California,Boron,93516.0,"34.95703, -117.73045",34.95703,-117.73045
5562-YJQGT,,United States,California,Bridgeport,93517.0,"38.184583, -119.286558",38.184583,-119.286558
8361-LTMKD,1.0,United States,California,Caliente,93518.0,,35.358953,-118.527064
5847-MXBEO,1.0,United States,California,Independence,93526.0,"36.869584, -118.189241",36.869584,-118.189241
9611-CTWIH,1.0,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,
5697-GOMBF,1.0,United States,California,June Lake,93529.0,,37.730269,-119.055813
4559-UWIHT,1.0,United States,California,,93530.0,"36.560498, -117.962461",36.560498,-117.962461
1444-VVSGW,1.0,United States,California,Lake Hughes,93532.0,,34.659579,-118.584212
7240-ETPTR,1.0,United States,,Lancaster,93534.0,"34.727529, -118.153098",34.727529,-118.153098
0107-YHINA,1.0,United States,California,Lee Vining,93541.0,"37.890145, -119.184087",37.890145,-119.184087
7734-DBOAI,1.0,United States,California,Littlerock,93543.0,"34.505273, -117.955054",34.505273,-117.955054
7206-GZCDC,1.0,United States,California,,93544.0,"34.500091, -117.765862",34.500091,-117.765862
2202-OUTMO,1.0,United States,California,Mammoth Lakes,93546.0,"37.550074, -118.837167",37.550074,-118.837167
3280-MRDOF,1.0,United States,California,Olancha,93549.0,"36.296851, -117.865469",36.296851,-117.865469
4800-VHZKI,1.0,United States,California,Palmdale,93550.0,"34.536232, -118.082935",,-118.082935
5449-FIBXJ,1.0,United States,California,Palmdale,93551.0,"34.613476, -118.256358",34.613476,-118.256358
4973-MGTON,1.0,United States,California,Rosamond,93560.0,"34.903052, -118.411251",34.903052,
4911-BANWH,1.0,United States,California,Tehachapi,93561.0,"35.073777, -118.652112",35.073777,-118.652112
1389-WNUIB,1.0,United States,California,Valyermo,93563.0,"34.39583, -117.734568",34.39583,-117.734568
9837-FWLCH,1.0,,California,Ahwahnee,93601.0,,37.375816,-119.739935
4541-RMRLG,1.0,United States,,Badger,,,36.64545,-118.924982
8963-MQVYN,,United States,California,Big Creek,93605.0,"37.17277, -119.2997",37.17277,-119.2997
9509-MPYOD,1.0,United States,California,Cantua Creek,93608.0,"36.488056, -120.407691",36.488056,-120.407691
6509-TSGWN,1.0,United States,California,Caruthers,93609.0,"36.5276, -119.865999",,-119.865999
6360-SVNWV,1.0,,California,Chowchilla,93610.0,"37.100948, -120.270136",37.100948,-120.270136
2748-MYRVK,,United States,California,Clovis,93611.0,"36.917652, -119.593757",36.917652,-119.593757
9585-KKMFD,,United States,California,Clovis,93612.0,"36.814539, -119.711868",36.814539,
3850-OKINF,1.0,United States,California,Cutler,93615.0,"36.497895, -119.285484",36.497895,-119.285484
3439-GVUSX,1.0,United States,California,Del Rey,93616.0,"36.657462, -119.595293",36.657462,-119.595293
7674-YTAFD,1.0,United States,California,Dinuba,93618.0,"36.523619, -119.386868",36.523619,-119.386868
2792-LSHWX,1.0,United States,California,Dos Palos,93620.0,"37.045728, -120.630682",37.045728,-120.630682
3585-ISXZP,,United States,California,Dunlap,93621.0,"36.789213, -119.140338",36.789213,-119.140338
1345-GKDZZ,1.0,United States,,,,,36.785618,-120.625382
8375-DKEBR,1.0,United States,California,Fish Camp,93623.0,"37.483535, -119.679414",37.483535,-119.679414
7479-NITWS,,United States,California,Helm,,,36.520537,-120.118055
6248-BSHKG,,United States,California,,,"36.807595, -118.901544",36.807595,-118.901544
3069-SSVSN,1.0,United States,California,Kingsburg,93631.0,,36.478239,-119.52137
7675-OZCZG,,,California,Lakeshore,93634.0,"37.290606, -119.216328",37.290606,-119.216328
2650-GYRYL,1.0,United States,,,93635.0,"36.995162, -120.955099",36.995162,-120.955099
6440-DKQGE,1.0,United States,California,North Fork,93643.0,"37.244307, -119.470256",37.244307,-119.470256
1219-NNDDO,1.0,United States,California,Orange Cove,93646.0,"36.633498, -119.298895",,-119.298895
0603-TPMIB,1.0,United States,California,Parlier,93648.0,"36.622237, -119.521126",36.622237,-119.521126
7872-RDDLZ,1.0,United States,California,Prather,93651.0,"37.007238, -119.505661",37.007238,-119.505661
1689-YQBYY,1.0,United States,California,Raymond,,"37.252057, -119.95783",,-119.95783
0961-ZWLVI,1.0,,California,Reedley,,"36.636638, -119.421842",36.636638,-119.421842
0971-QIFJK,,,California,Sanger,93657.0,"36.819628, -119.440414",36.819628,-119.440414
3082-VQXNH,1.0,United States,California,,93664.0,"37.223, -119.001021",37.223,-119.001021
9788-HNGUT,1.0,,California,Sultana,93666.0,,36.545353,-119.338535
2320-YKQBO,1.0,United States,California,Tranquillity,93668.0,,36.635661,-120.288644
4360-PNRQB,1.0,United States,California,,93669.0,"37.287758, -119.548156",37.287758,-119.548156
6427-FEFIG,1.0,United States,California,Fresno,93702.0,"36.739385, -119.753649",36.739385,-119.753649
7315-WYOAW,1.0,United States,California,Fresno,93705.0,"36.78724, -119.827813",36.78724,
4508-OEBEY,1.0,United States,California,Fresno,93710.0,"36.822715, -119.761826",36.822715,-119.761826
1907-YLNYW,1.0,United States,California,Fresno,,"36.878709, -119.7645",,-119.7645
1301-LOPVR,1.0,United States,California,Fresno,93722.0,"36.78979, -119.929894",36.78979,
5884-GCYMI,1.0,United States,California,Fresno,,"36.623632, -119.741322",36.623632,-119.741322
0277-BKSQP,1.0,United States,California,Fresno,93726.0,"36.793601, -119.761131",36.793601,-119.761131
9863-JZAIC,1.0,,California,,93727.0,"36.751489, -119.68072",,-119.68072
0530-IJVDB,1.0,United States,California,Fresno,93728.0,"36.757345, -119.818274",36.757345,-119.818274
9089-UOWJG,1.0,United States,California,Salinas,93901.0,"36.64152, -121.622188",36.64152,-121.622188
0481-SUMCB,1.0,,California,Salinas,93905.0,"36.667794, -121.601306",36.667794,-121.601306
5193-QLVZB,1.0,United States,California,Salinas,93906.0,,36.722898,-121.633648
4844-JJWUY,1.0,,California,Carmel By The Sea,93921.0,"36.554618, -121.922239",36.554618,-121.922239
5609-IMCGG,1.0,United States,California,Carmel Valley,93924.0,"36.414611, -121.6386",36.414611,-121.6386
8668-KNZTI,1.0,,,Gonzales,93926.0,"36.52588, -121.396719",,-121.396719
4257-GAESD,,United States,California,Greenfield,93927.0,"36.248708, -121.386617",36.248708,-121.386617
2577-GVSIL,1.0,United States,California,Monterey,93940.0,"36.362741, -121.869685",36.362741,-121.869685
7254-IQWOZ,1.0,United States,California,Pacific Grove,93950.0,"36.618337, -121.926417",36.618337,-121.926417
9702-AIUJO,1.0,United States,California,San Lucas,93954.0,"36.125529, -120.864443",36.125529,-120.864443
1394-SUIUH,,United States,California,Seaside,93955.0,"36.625114, -121.823565",36.625114,
4059-IIEBK,,United States,California,Soledad,93960.0,"36.414216, -121.360597",36.414216,-121.360597
9526-BIHHD,1.0,United States,California,Spreckels,93962.0,"36.624641, -121.647195",36.624641,-121.647195
3413-DHLPB,1.0,United States,California,Burlingame,94010.0,"37.57028, -122.365778",37.57028,-122.365778
2717-HVIZY,1.0,United States,California,Daly City,94015.0,"37.680844, -122.48131",37.680844,-122.48131
2511-ALLCS,1.0,United States,,Half Moon Bay,94019.0,"37.45567, -122.407992",,-122.407992
0484-FFVBJ,1.0,United States,,Menlo Park,,"37.449551, -122.183762",37.449551,-122.183762
2057-BOYKM,1.0,United States,California,Atherton,94027.0,"37.454924, -122.203168",37.454924,-122.203168
1407-DIGZV,1.0,United States,California,Moss Beach,94038.0,"37.515556, -122.502311",37.515556,-122.502311
1875-QIVME,1.0,United States,California,,94041.0,"37.388349, -122.075299",37.388349,-122.075299
3900-AQPHZ,,United States,California,Redwood City,94062.0,"37.410567, -122.297152",37.410567,-122.297152
2026-TGDHM,1.0,,California,Redwood City,94063.0,"37.499411, -122.196318",37.499411,-122.196318
3404-JNXAX,1.0,United States,,Redwood City,94065.0,"37.527497, -122.230941",37.527497,-122.230941
6647-ZEDXT,,United States,California,,94070.0,"37.497915, -122.267361",37.497915,
6377-WHAOX,1.0,,California,San Gregorio,94074.0,"37.331762, -122.341444",37.331762,-122.341444
5813-UECBU,1.0,United States,California,Sunnyvale,94087.0,"37.3511, -122.037311",37.3511,-122.037311
6692-YQHXC,1.0,United States,California,Sunnyvale,94089.0,"37.421633, -122.009613",37.421633,-122.009613
4884-ZTHVF,1.0,,California,San Francisco,94103.0,"37.773147, -122.411287",37.773147,-122.411287
5577-OTWWW,1.0,United States,California,San Francisco,94104.0,,37.791222,-122.402241
7312-XSBAT,1.0,United States,California,San Francisco,94105.0,"37.789168, -122.395009",37.789168,-122.395009
4361-FEBGN,1.0,United States,California,San Francisco,94107.0,"37.768881, -122.395521",37.768881,-122.395521
5820-PTRYM,1.0,United States,California,San Francisco,94110.0,"37.750021, -122.415201",,-122.415201
1027-LKKQQ,1.0,United States,California,San Francisco,94111.0,"37.801776, -122.402293",37.801776,
5730-RIITO,1.0,United States,California,San Francisco,94112.0,"37.720498, -122.443119",37.720498,-122.443119
3776-EKTKM,1.0,United States,California,San Francisco,94116.0,"37.74441, -122.486764",37.74441,-122.486764
4353-HYOJD,,,California,San Francisco,94117.0,,37.770533,-122.445121
0960-HUWBM,1.0,United States,California,San Francisco,94118.0,"37.781304, -122.461522",37.781304,-122.461522
7234-FECYN,1.0,,California,,94121.0,"37.776718, -122.495781",37.776718,-122.495781
5649-ANRML,1.0,United States,California,San Francisco,94123.0,,37.800254,
2851-MMUTZ,1.0,United States,California,San Francisco,94124.0,"37.731505, -122.384532",37.731505,-122.384532
7083-YNSKY,1.0,United States,California,San Francisco,94129.0,"37.797526, -122.464531",37.797526,-122.464531
4001-TSBTV,1.0,United States,California,San Francisco,94134.0,"37.721052, -122.413573",37.721052,-122.413573
3190-XFANI,1.0,United States,California,Palo Alto,94301.0,"37.444314, -122.149996",37.444314,-122.149996
3621-CHYVB,1.0,,California,Palo Alto,,"37.45809, -122.115398",37.45809,-122.115398
5478-JJVZK,1.0,United States,California,Stanford,94305.0,"37.424342, -122.165641",37.424342,-122.165641
4002-BQWPQ,1.0,,California,San Mateo,94401.0,"37.590421, -122.306467",37.590421,-122.306467
0748-RDGGM,1.0,United States,California,San Mateo,94403.0,"37.538309, -122.305109",37.538309,-122.305109
6651-AZVTJ,1.0,United States,California,San Mateo,94404.0,"37.556094, -122.272437",37.556094,-122.272437
1031-IIDEO,1.0,United States,California,Alameda,,"37.774633, -122.274434",37.774633,-122.274434
5857-TYBCJ,1.0,United States,California,Alameda,94502.0,"37.724817, -122.224363",37.724817,-122.224363
1000-AJSLD,1.0,United States,California,Danville,94506.0,"37.791481, -121.903253",37.791481,-121.903253
0988-JRWWP,,United States,California,Alamo,94507.0,"37.855717, -121.994813",37.855717,-121.994813
5828-DWPIL,,United States,California,Angwin,,"38.542448, -122.419923",38.542448,-122.419923
6771-XWBDM,1.0,United States,California,Brentwood,94513.0,,37.908242,-121.682472
9618-LFJRU,1.0,United States,California,Clayton,94517.0,"37.881842, -121.848111",37.881842,-121.848111
4488-KQFDT,1.0,United States,California,Concord,94518.0,"37.950248, -122.022455",37.950248,-122.022455
9451-LPGOO,1.0,United States,California,Concord,94519.0,"37.990118, -122.012188",37.990118,-122.012188
7544-ZVIKX,1.0,United States,California,Concord,94521.0,"37.971421, -121.971504",37.971421,-121.971504
9447-YPTBX,1.0,United States,California,Pleasant Hill,94523.0,"37.95338, -122.076886",37.95338,-122.076886
5236-XMZJY,,,California,Crockett,94525.0,"38.049292, -122.228415",38.049292,-122.228415
2475-MROZF,1.0,,,Danville,,"37.815459, -121.977203",37.815459,
7314-OXENN,1.0,United States,,,94533.0,"38.287136, -122.02711",,
1428-GTBJJ,1.0,United States,California,Hayward,94542.0,"37.656695, -122.048361",37.656695,-122.048361
0829-DDVLK,1.0,United States,California,Hayward,94544.0,"37.639215, -122.037554",37.639215,-122.037554
4634-JLRJT,1.0,United States,California,Hercules,94547.0,"37.991259, -122.214945",,
0827-ITJPH,1.0,United States,California,Lafayette,94549.0,"37.907777, -122.127161",37.907777,-122.127161
7325-ENZFI,1.0,United States,California,Castro Valley,,"37.722727, -122.02157",37.722727,
8020-BWHYL,1.0,United States,California,Moraga,94556.0,"37.827946, -122.107185",37.827946,-122.107185
1360-JYXKQ,1.0,United States,California,Napa,,"38.232389, -122.324944",38.232389,
2634-HCZGT,,United States,California,Oakley,94561.0,"37.999406, -121.686241",37.999406,-121.686241
2272-QAGFO,1.0,United States,California,Pittsburg,,"38.006047, -121.916834",38.006047,-121.916834
3707-LRWZD,1.0,United States,California,,94567.0,"38.672708, -122.403219",38.672708,-122.403219
9507-HSMMZ,,United States,California,Dublin,94568.0,"37.713926, -121.928425",37.713926,-121.928425
7562-GSUHK,1.0,United States,California,Port Costa,94569.0,"38.035707, -122.196821",38.035707,-122.196821
8984-HPEMB,1.0,United States,California,Rio Vista,94571.0,"38.148862, -121.737696",38.148862,-121.737696
1794-HBQTJ,1.0,United States,California,,94572.0,"38.027218, -122.23463",38.027218,
3812-LRZIR,1.0,United States,California,Saint Helena,94574.0,"38.581354, -122.296283",38.581354,-122.296283
1697-LYYYX,1.0,United States,California,Deer Park,94576.0,,38.554383,-122.474773
6393-WRYZE,1.0,United States,California,San Leandro,,"37.717196, -122.159338",37.717196,-122.159338
9061-TIHDA,1.0,United States,California,San Leandro,94578.0,"37.704384, -122.126703",,-122.126703
4827-DPADN,1.0,United States,California,Suisun City,,,38.197907,-122.017258
6994-ORCWG,1.0,,California,,94586.0,"37.587494, -121.862856",37.587494,-121.862856
6778-JFCMK,1.0,United States,California,,,"38.161321, -122.271588",38.161321,-122.271588
5896-NPFWW,1.0,United States,California,Vallejo,,"38.104705, -122.247387",38.104705,-122.247387
5365-LLFYV,1.0,,California,Vallejo,94591.0,"38.105733, -122.186338",38.105733,-122.186338
7159-FVYPK,,United States,California,,94601.0,"37.776523, -122.219268",,-122.219268
3808-HFKDE,1.0,United States,California,Oakland,,"37.803883, -122.208417",37.803883,-122.208417
9025-AOMKI,1.0,,California,Oakland,94603.0,"37.739113, -122.175602",37.739113,-122.175602
2378-VTKDH,1.0,United States,California,Oakland,94605.0,"37.758019, -122.138678",37.758019,-122.138678
2773-MADBQ,1.0,United States,California,Emeryville,94608.0,"37.83726, -122.287648",,
2324-AALNO,,United States,,Oakland,94609.0,"37.834341, -122.26437",37.834341,-122.26437
6265-FRMTQ,1.0,United States,California,Oakland,94610.0,"37.808731, -122.238708",,-122.238708
3045-XETSH,,United States,California,Oakland,,"37.828416, -122.216005",37.828416,-122.216005
0872-NXJYS,,United States,California,Oakland,94612.0,"37.809014, -122.269739",37.809014,-122.269739
4248-HCETZ,1.0,,,,94618.0,,37.84551,-122.235181
6959-UWKHF,1.0,United States,California,Berkeley,94702.0,"37.866009, -122.286228",37.866009,-122.286228
4903-UYAVB,1.0,United States,California,Berkeley,94705.0,"37.858898, -122.240512",37.858898,-122.240512
7382-DFJTU,1.0,,,Berkeley,,"37.897743, -122.263124",37.897743,-122.263124
3672-YITQD,1.0,United States,,Berkeley,94709.0,"37.878554, -122.26609",37.878554,-122.26609
9373-WSLOY,1.0,,California,Richmond,94801.0,"37.945288, -122.383941",37.945288,-122.383941
1134-YWTYF,1.0,United States,California,El Sobrante,94803.0,"37.963995, -122.288296",37.963995,-122.288296
3750-CKVKH,1.0,,California,Richmond,94804.0,"37.921034, -122.341798",37.921034,-122.341798
0906-QVPMS,1.0,United States,California,San Pablo,,"37.980269, -122.342635",37.980269,-122.342635
6924-TDGMT,1.0,United States,California,Belvedere Tiburon,94920.0,"37.885629, -122.46858",37.885629,-122.46858
2625-TRCZQ,1.0,,California,Bodega,94922.0,,38.343282,-122.9755
2669-OIDSD,1.0,United States,California,Bolinas,,"37.943087, -122.72379",37.943087,
5986-WWXDV,,United States,California,,94925.0,"37.924014, -122.511694",37.924014,-122.511694
7803-XOCCZ,1.0,United States,California,Rohnert Park,94928.0,"38.34719, -122.697822",38.34719,-122.697822
6500-JVEGC,1.0,United States,California,Dillon Beach,94929.0,"38.24458, -122.956268",38.24458,-122.956268
0011-IGKFF,1.0,United States,California,Fairfax,94930.0,,37.971751,-122.611873
8217-QYOHV,1.0,United States,California,Inverness,94937.0,,38.099323,-122.945723
9256-JTBNZ,1.0,United States,California,Lagunitas,94938.0,"38.021772, -122.691744",38.021772,-122.691744
5095-ETBRJ,,United States,California,Mill Valley,94941.0,"37.901371, -122.572024",,
6390-DSAZX,1.0,,California,Olema,94950.0,"38.052209, -122.775567",38.052209,-122.775567
7190-XHTWJ,1.0,,California,Point Reyes Station,94956.0,"38.060264, -122.830646",38.060264,-122.830646
3148-BLQJT,,United States,California,San Geronimo,94963.0,"38.00474, -122.663717",,-122.663717
9067-YGSCA,1.0,United States,California,San Quentin,,"37.942551, -122.491642",,-122.491642
9121-PHQSR,1.0,United States,California,Woodacre,94973.0,"38.005839, -122.638155",38.005839,-122.638155
4526-ZJJTM,1.0,United States,California,Aptos,95003.0,"37.013471, -121.877877",37.013471,-121.877877
5115-GZDEL,1.0,United States,,Aromas,95004.0,,36.878364,-121.629781
0107-WESLM,1.0,United States,California,Ben Lomond,95005.0,"37.078873, -122.090386",37.078873,-122.090386
4132-POCZS,,United States,California,Campbell,95008.0,,37.279689,-121.954567
7554-AKDQF,1.0,United States,California,Cupertino,95014.0,"37.306612, -122.080621",37.306612,-122.080621
5035-PGZXH,1.0,United States,California,Felton,95018.0,,,-122.062213
8395-ETZKQ,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,
1352-VHKAJ,1.0,United States,California,Los Gatos,95032.0,"37.233034, -121.947427",37.233034,-121.947427
4312-GVYNH,,United States,California,Los Gatos,95033.0,"37.160194, -121.945611",37.160194,-121.945611
5375-XLDOF,1.0,United States,California,Milpitas,95035.0,"37.441931, -121.878502",37.441931,-121.878502
5574-NXZIU,1.0,United States,California,Morgan Hill,95037.0,"37.161544, -121.649371",37.161544,-121.649371
1834-WULEG,1.0,United States,California,Moss Landing,95039.0,"36.863303, -121.781632",36.863303,
6047-YHPVI,1.0,United States,California,Mount Hermon,95041.0,"37.051166, -122.056194",37.051166,-122.056194
1587-FKLZB,1.0,United States,California,Paicines,95043.0,"36.525703, -120.952122",36.525703,-120.952122
6546-OPBBH,1.0,United States,California,San Juan Bautista,95045.0,"36.810568, -121.503022",36.810568,
4572-DVCGN,1.0,United States,California,,95050.0,,,-121.952417
6092-QZVPP,1.0,United States,California,,95051.0,"37.348129, -121.98469",37.348129,-121.98469
7302-ZHMHP,1.0,United States,California,Santa Clara,95054.0,"37.393554, -121.965114",37.393554,-121.965114
6518-PPLMZ,,United States,California,Santa Cruz,95060.0,"36.993451, -122.098858",36.993451,
5389-FFVKB,1.0,United States,,Santa Cruz,95065.0,"37.031404, -121.981865",37.031404,-121.981865
6421-SZVEM,1.0,United States,California,,95070.0,"37.257772, -122.051824",37.257772,-122.051824
5536-RTPWK,1.0,United States,California,Soquel,95073.0,,37.023669,
7526-BEZQB,1.0,United States,California,Watsonville,95076.0,"36.931654, -121.752383",36.931654,-121.752383
0924-BJCRC,,United States,California,San Jose,95110.0,"37.34667, -121.910019",37.34667,-121.910019
5133-VRSAB,1.0,United States,California,San Jose,95117.0,"37.311088, -121.961786",37.311088,
6015-VVHHE,1.0,United States,California,San Jose,95118.0,"37.255479, -121.889838",37.255479,-121.889838
2040-OBMLJ,1.0,United States,,San Jose,,"37.233226, -121.78809",37.233226,
3566-HJGPK,1.0,,California,San Jose,95120.0,"37.186141, -121.843554",37.186141,
4826-TZEVA,,United States,California,San Jose,95121.0,"37.304681, -121.809955",,-121.809955
4745-LSPLO,1.0,United States,California,San Jose,95122.0,"37.32886, -121.834567",37.32886,-121.834567
9619-GSATL,1.0,United States,,San Jose,,"37.238758, -121.828375",37.238758,-121.828375
9788-YTFGE,1.0,United States,California,San Jose,95124.0,"37.257063, -121.923037",37.257063,-121.923037
8314-HTWVE,1.0,United States,,San Jose,95126.0,"37.327069, -121.916819",37.327069,-121.916819
4077-HWUYD,1.0,United States,California,San Jose,95127.0,"37.375156, -121.795867",37.375156,
4324-BZCKL,1.0,United States,California,San Jose,95130.0,"37.277592, -121.986477",37.277592,-121.986477
3898-GUYTS,1.0,United States,California,San Jose,95131.0,"37.387027, -121.897775",,-121.897775
9658-WYUFB,1.0,United States,California,San Jose,95136.0,"37.270938, -121.851046",37.270938,
5035-BVCXS,1.0,United States,California,San Jose,95138.0,,37.246064,-121.749494
3551-GAEGL,1.0,United States,,Mount Hamilton,95140.0,"37.382909, -121.634151",37.382909,-121.634151
1852-QSWCD,1.0,United States,California,,95148.0,"37.339533, -121.777179",37.339533,-121.777179
1794-SWWKL,1.0,United States,California,Stockton,95202.0,"37.959706, -121.287669",37.959706,-121.287669
6856-RAURS,,,,Stockton,95204.0,"37.974498, -121.319568",37.974498,-121.319568
3511-BFTJW,1.0,United States,California,Stockton,95205.0,"37.965695, -121.260051",37.965695,-121.260051
1137-DGOWI,1.0,United States,California,Stockton,95207.0,"38.002125, -121.324979",38.002125,-121.324979
0207-MDKNV,1.0,United States,California,Stockton,95210.0,"38.033219, -121.297433",38.033219,-121.297433
3192-NQECA,1.0,United States,California,Stockton,95212.0,"38.049457, -121.21653",38.049457,-121.21653
3763-GCZHZ,1.0,United States,California,Stockton,95215.0,"37.946282, -121.139499",37.946282,-121.139499
1474-JUWSM,1.0,United States,California,Angels Camp,95222.0,"38.071327, -120.632221",38.071327,-120.632221
5651-CPDND,1.0,United States,California,Arnold,95223.0,"38.32153, -120.236358",38.32153,-120.236358
6950-TWMYB,1.0,United States,California,Avery,95224.0,"38.208336, -120.339938",38.208336,-120.339938
5606-AMZBO,1.0,,California,Burson,95225.0,"38.183918, -120.898817",38.183918,-120.898817
1230-QAJDW,1.0,United States,California,,95226.0,"38.233879, -120.861666",38.233879,-120.861666
3750-YHRYO,1.0,United States,California,,95227.0,"38.227285, -121.02789",38.227285,
0943-ZQPXH,1.0,United States,California,French Camp,95231.0,"37.873283, -121.292034",37.873283,-121.292034
7611-YKYTC,1.0,United States,California,Lockeford,,"38.166791, -121.14207",38.166791,-121.14207
5827-MWCZK,1.0,United States,California,Mokelumne Hill,95245.0,"38.304194, -120.592431",38.304194,-120.592431
9114-AAFQH,1.0,United States,California,Mountain Ranch,95246.0,"38.264262, -120.515133",38.264262,-120.515133
1205-WNWPJ,,United States,California,Murphys,95247.0,"38.147852, -120.440124",38.147852,-120.440124
1895-QTKDO,1.0,United States,California,San Andreas,95249.0,"38.196497, -120.61689",38.196497,-120.61689
9681-KYGYB,,United States,,Vallecito,95251.0,,38.055562,-120.456298
7089-IVVAZ,,United States,California,Ballico,,,37.4695,-120.672724
5995-WWKKG,1.0,,California,Ceres,95307.0,"37.553469, -120.952825",37.553469,-120.952825
1193-RTSLK,1.0,United States,California,Cressey,95312.0,"37.420273, -120.66527",37.420273,
9481-IEBZY,1.0,United States,,Crows Landing,95313.0,,37.435664,-121.049056
8840-DQLGN,1.0,United States,California,Denair,95316.0,"37.524721, -120.757977",37.524721,-120.757977
5366-IJEQJ,1.0,United States,California,El Portal,95318.0,,,-119.822984
9825-YCXWZ,1.0,United States,California,Groveland,95321.0,"37.902968, -119.667544",37.902968,-119.667544
9173-IVZVP,,,California,Gustine,95322.0,"37.147198, -121.120161",37.147198,-121.120161
9844-FELAJ,1.0,United States,California,,,"37.394536, -120.890747",37.394536,-120.890747
9332-GYWLO,1.0,United States,California,Hornitos,95325.0,"37.479926, -120.230424",37.479926,-120.230424
9896-UYMIE,1.0,United States,California,Jamestown,95327.0,,37.84771,-120.486589
8679-JOEVF,1.0,United States,California,La Grange,95329.0,,37.666587,-120.411517
2672-DZUOY,1.0,United States,California,Livingston,95334.0,"37.361987, -120.748394",37.361987,-120.748394
0263-FJTQO,1.0,United States,California,Manteca,95336.0,"37.830267, -121.201018",,-121.201018
5402-HTOTQ,1.0,United States,California,Manteca,95337.0,,37.750822,-121.238423
3376-BMGFE,1.0,United States,California,Merced,95340.0,"37.255637, -120.493537",37.255637,-120.493537
6115-ZTBFQ,1.0,United States,California,Midpines,95345.0,"37.581496, -119.972762",37.581496,-119.972762
2251-PYLPB,1.0,United States,California,Merced,95348.0,"37.40122, -120.514191",37.40122,-120.514191
8946-BFWSG,1.0,United States,California,Modesto,95354.0,"37.639029, -120.964772",37.639029,-120.964772
6769-DCQLI,1.0,United States,California,Modesto,95355.0,"37.672906, -120.946594",,-120.946594
7952-OBOYL,1.0,United States,California,Modesto,,"37.612612, -121.108568",37.612612,-121.108568
3301-VKTGC,1.0,United States,California,Newman,95360.0,"37.343846, -121.039391",37.343846,-121.039391
0621-TWIEM,1.0,United States,California,,95363.0,,37.410236,-121.320337
8063-RJYNF,1.0,United States,California,Planada,95365.0,"37.329725, -120.306399",37.329725,-120.306399
0374-FIUCA,1.0,United States,California,Ripon,95366.0,"37.750778, -121.13238",37.750778,-121.13238
7252-NTGSS,1.0,United States,,Soulsbyville,95372.0,"37.990574, -120.261821",37.990574,-120.261821
6695-FRVEC,1.0,United States,,Stevinson,95374.0,"37.316807, -120.855753",37.316807,-120.855753
3413-CSSTH,,United States,California,Tracy,95376.0,"37.680968, -121.446049",,-121.446049
7153-CHRBV,1.0,United States,California,Tuolumne,95379.0,"37.939768, -120.188002",37.939768,-120.188002
9359-UGBTK,1.0,United States,California,Turlock,95380.0,"37.474396, -120.875917",37.474396,-120.875917
5795-BKOYE,1.0,United States,,Twain Harte,95383.0,"38.107441, -120.230625",38.107441,-120.230625
3638-WEABW,1.0,,California,Winton,95388.0,"37.421299, -120.599587",37.421299,-120.599587
6620-JDYNW,1.0,United States,California,Santa Rosa,95401.0,"38.460517, -122.790335",38.460517,
4633-MKHYU,1.0,United States,California,Santa Rosa,95403.0,"38.488431, -122.752839",38.488431,
4121-AGSIN,1.0,United States,California,Santa Rosa,95404.0,"38.526941, -122.709096",38.526941,-122.709096
9885-MFVSU,1.0,United States,California,Santa Rosa,95405.0,"38.439696, -122.668817",38.439696,-122.668817
5569-IDSEY,1.0,United States,California,Annapolis,,"38.731055, -123.316553",38.731055,-123.316553
2812-REYAT,1.0,United States,California,Boonville,95415.0,,,-123.381544
3170-GWYKC,1.0,United States,California,Cazadero,95421.0,"38.578807, -123.19338",38.578807,-123.19338
9903-LYSAB,1.0,United States,California,Clearlake Oaks,95423.0,"39.07116, -122.598542",39.07116,-122.598542
0980-PVMRC,1.0,United States,California,Covelo,95428.0,"39.83307, -123.178765",,-123.178765
9873-MNDKV,1.0,United States,California,Duncans Mills,95430.0,"38.445603, -123.063756",38.445603,-123.063756
9114-VEPUF,1.0,United States,California,,95432.0,,39.108252,-123.645121
4690-LLKUA,1.0,United States,California,Forestville,95436.0,"38.499302, -122.92444",38.499302,-122.92444
7663-YJHSN,1.0,United States,California,Fort Bragg,95437.0,"39.455555, -123.683979",39.455555,
