Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
9572-WUKSB,1.0,Q3,Yes,6.0,62.0,Offer B,No,0.0,,Yes,Cable,26.0,Yes,Yes,,Yes,Yes,No,No,,Two Year,No,Bank Withdrawal,48.7,3008.55,0.0,120.0,0.0,3128.55
9938-ZREHM,1.0,,Yes,9.0,41.0,,Yes,8.44,No,,None,0.0,,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65,875.55,0.0,0.0,346.03999999999996,1221.59
2215-ZAFGX,1.0,Q3,No,,,Offer E,Yes,7.49,No,Yes,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,55.2,220.65,0.0,0.0,29.96,250.61
7717-BICXI,1.0,Q3,No,0.0,53.0,Offer B,,,Yes,No,,0.0,No,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.05,1301.9,0.0,0.0,2086.6099999999997,3388.5099999999998
0208-BPQEJ,1.0,Q3,Yes,10.0,39.0,Offer C,Yes,36.39,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.45,790.0,,0.0,1419.21,2209.21
3597-YASZG,1.0,Q3,Yes,9.0,63.0,Offer B,Yes,17.38,,No,None,0.0,No,No,No,,No,,No,No,Two Year,No,Credit Card,19.25,1237.65,0.0,0.0,,2332.59
9283-LZQOH,,Q3,Yes,,,None,Yes,29.49,No,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,43.8,592.65,0.0,,383.37,976.02
7873-CVMAW,1.0,Q3,No,0.0,1.0,Offer E,Yes,20.3,,Yes,DSL,16.0,No,Yes,No,No,No,,No,Yes,Month-to-Month,Yes,Credit Card,50.15,50.15,0.0,0.0,20.3,70.45
7123-WQUHX,1.0,Q3,No,0.0,1.0,Offer E,Yes,43.82,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,20.45,0.0,0.0,43.82,64.27
1480-BKXGA,1.0,Q3,No,,,Offer B,Yes,30.92,No,Yes,DSL,26.0,Yes,,,No,No,No,No,Yes,Two Year,,Bank Withdrawal,61.4,3638.25,0.0,0.0,1855.2,5493.45
5175-WLYXL,1.0,,,0.0,66.0,,Yes,,No,Yes,DSL,,Yes,Yes,Yes,No,,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.15,,0.0,,1410.42,5427.87
6288-LBEAR,1.0,Q3,,4.0,42.0,Offer B,Yes,9.33,No,No,,0.0,No,No,No,No,No,No,No,,One Year,No,Credit Card,20.25,854.9,0.0,0.0,391.86,1246.76
4854-CIDCF,1.0,Q3,No,0.0,49.0,Offer B,Yes,45.46,Yes,Yes,Fiber Optic,27.0,No,Yes,No,No,Yes,Yes,,Yes,Month-to-Month,No,Bank Withdrawal,98.7,4920.55,0.0,0.0,2227.54,7148.09
8041-TMEID,1.0,Q3,,0.0,41.0,Offer B,Yes,10.09,,No,,0.0,No,No,,No,No,,No,,Two Year,,Mailed Check,20.0,810.3,0.0,0.0,413.69,
2507-QZPQS,1.0,Q3,Yes,5.0,23.0,None,Yes,27.24,No,Yes,Fiber Optic,82.0,Yes,Yes,No,Yes,No,No,No,,Month-to-Month,No,Mailed Check,84.4,1936.85,0.0,0.0,626.52,2563.37
1624-WOIWJ,1.0,Q3,No,0.0,4.0,,No,0.0,No,,Cable,30.0,Yes,No,Yes,,No,Yes,,No,Month-to-Month,No,Mailed Check,48.25,202.25,0.0,,0.0,212.25
7838-LAZFO,,Q3,Yes,1.0,52.0,Offer B,Yes,3.41,No,No,None,0.0,No,No,No,,No,No,No,No,Two Year,No,Mailed Check,19.85,1070.5,,0.0,177.32,1247.82
2999-AANRQ,1.0,Q3,No,,,None,,9.52,,Yes,Fiber Optic,4.0,No,,Yes,Yes,,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9,0.0,0.0,104.72,1104.62
4707-YNOQA,1.0,Q3,Yes,6.0,2.0,Offer E,,48.39,No,Yes,Cable,24.0,Yes,No,No,,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,62.15,113.1,0.0,,96.78,209.88
2845-HSJCY,1.0,Q3,Yes,5.0,26.0,None,Yes,37.6,,Yes,Fiber Optic,10.0,,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,,2015.8,0.0,0.0,977.6,2993.4
8224-KDLKN,1.0,Q3,Yes,7.0,,None,Yes,,No,Yes,,53.0,Yes,No,Yes,No,No,No,,Yes,One Year,Yes,Credit Card,56.25,1454.25,,0.0,55.44,1509.69
2242-MFOTG,1.0,Q3,No,0.0,12.0,None,Yes,32.32,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,,,246.7,0.0,0.0,387.84000000000003,
5173-ZXXXL,1.0,Q3,Yes,3.0,64.0,None,Yes,37.0,Yes,Yes,DSL,19.0,Yes,,Yes,Yes,Yes,Yes,,Yes,Two Year,Yes,Mailed Check,90.6,5817.45,0.0,0.0,2368.0,8185.45
5204-QZXPU,1.0,Q3,No,0.0,60.0,None,Yes,,Yes,,Fiber Optic,,No,,Yes,No,No,No,,Yes,,Yes,Bank Withdrawal,,4765.0,0.0,0.0,917.4,5682.4
8378-LKJAF,1.0,Q3,Yes,5.0,17.0,None,Yes,33.24,Yes,Yes,DSL,76.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,,70.35,1201.65,0.0,0.0,,1766.73
4079-ULGFR,1.0,Q3,Yes,10.0,42.0,,Yes,34.33,No,No,None,0.0,No,No,No,No,No,,No,No,Two Year,No,,19.35,867.3,0.0,0.0,1441.86,2309.16
4873-ILOLJ,1.0,Q3,,0.0,1.0,Offer E,Yes,39.87,Yes,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,50.15,50.15,0.0,0.0,39.87,90.02
4806-DXQCE,1.0,Q3,No,0.0,47.0,None,Yes,30.06,No,Yes,DSL,57.0,No,Yes,No,Yes,No,Yes,,No,Two Year,No,Bank Withdrawal,,3007.25,0.0,80.0,1412.82,4500.07
8344-WFMFH,1.0,,Yes,2.0,10.0,None,Yes,10.42,No,,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.55,252.75,0.0,0.0,,356.95
2819-GWENI,1.0,Q3,No,0.0,1.0,None,Yes,45.28,No,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.6,44.6,0.0,0.0,45.28,89.88
2789-CZANW,1.0,Q3,,,4.0,None,Yes,3.03,No,Yes,DSL,11.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,63.75,226.2,0.0,,12.12,238.32
9992-RRAMN,1.0,Q3,Yes,,66.0,None,,20.11,Yes,Yes,Fiber Optic,25.0,,Yes,Yes,No,Yes,Yes,Yes,No,,No,Bank Withdrawal,109.25,7082.5,0.0,80.0,1327.26,8489.76
6050-IJRHS,1.0,,No,0.0,24.0,None,Yes,5.98,,No,None,,No,No,No,No,No,,No,No,One Year,No,Credit Card,,527.35,0.0,0.0,143.52,670.87
3266-FTKHB,1.0,Q3,,0.0,26.0,None,Yes,40.35,No,Yes,Fiber Optic,13.0,,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0.0,0.0,1049.1000000000001,3195.6000000000004
7850-VWJUU,1.0,Q3,Yes,2.0,57.0,,Yes,,,Yes,Fiber Optic,29.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,,Bank Withdrawal,107.95,5969.85,0.0,0.0,956.46,6926.31
4785-NKHCX,1.0,Q3,Yes,1.0,,None,Yes,13.95,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,22.95,1014.25,0.0,0.0,585.9,1600.15
3973-SKMLN,1.0,Q3,Yes,,64.0,None,Yes,14.78,No,No,None,0.0,,No,No,No,No,No,No,No,,No,Credit Card,19.45,1225.65,,0.0,945.92,2171.57
1641-RQDAY,1.0,Q3,,0.0,,None,Yes,26.54,No,No,,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.7,386.5,0.0,0.0,504.26,890.76
8908-SLFCJ,1.0,Q3,Yes,9.0,22.0,None,Yes,,No,Yes,Fiber Optic,,No,No,Yes,No,,No,No,Yes,Month-to-Month,,Bank Withdrawal,87.0,,0.0,0.0,1070.96,2921.61
0234-TEVTT,1.0,Q3,No,0.0,12.0,None,Yes,40.06,No,Yes,,41.0,No,No,,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,1043.4,0.0,0.0,,1524.1200000000001
6476-EPYZR,1.0,Q3,Yes,9.0,31.0,None,Yes,28.8,No,Yes,Cable,15.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,,64.0,1910.75,0.0,0.0,892.8000000000001,
9601-BRXPO,1.0,Q3,,0.0,11.0,Offer D,Yes,13.56,No,Yes,Cable,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,64.9,716.1,0.0,0.0,149.16,865.26
8092-NLTGF,1.0,Q3,Yes,10.0,,None,Yes,26.83,Yes,No,,0.0,No,No,No,No,No,No,,No,,No,,25.75,1686.15,0.0,,1824.4399999999998,
6917-FIJHC,,Q3,No,0.0,60.0,None,Yes,22.88,No,Yes,,48.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,,6236.75,0.0,0.0,1372.8,
8670-MEFCP,1.0,,Yes,,58.0,None,No,,No,Yes,Cable,52.0,Yes,Yes,Yes,No,Yes,No,No,,One Year,No,Mailed Check,50.0,2919.85,0.0,0.0,0.0,
7677-SJJJK,1.0,Q3,,0.0,1.0,None,Yes,39.61,No,No,None,0.0,No,No,,No,No,No,No,,,No,Mailed Check,,,0.0,0.0,39.61,60.06
4628-CTTLA,1.0,,Yes,8.0,37.0,None,Yes,15.51,No,No,None,,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85,717.5,0.0,0.0,573.87,1291.37
7427-AUFPY,,Q3,No,0.0,13.0,,Yes,7.33,No,No,None,0.0,No,No,No,No,,No,No,No,One Year,Yes,,19.95,253.8,0.0,0.0,95.29,349.09000000000003
6827-IEAUQ,1.0,Q3,No,0.0,43.0,None,,28.9,Yes,No,None,0.0,No,No,,No,No,,No,No,Two Year,No,Bank Withdrawal,26.45,1110.05,0.0,0.0,1242.7,2352.75
1410-RSCMR,1.0,Q3,No,0.0,71.0,None,No,0.0,No,Yes,,20.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,53.95,3888.65,,0.0,0.0,3888.65
3658-KIBGF,1.0,,,8.0,72.0,None,Yes,18.74,Yes,Yes,,19.0,,Yes,No,No,Yes,No,No,,Two Year,Yes,Bank Withdrawal,95.1,6843.15,0.0,0.0,1349.28,8192.43
4909-JOUPP,1.0,Q3,Yes,7.0,12.0,Offer D,,0.0,No,Yes,DSL,73.0,No,Yes,No,Yes,,No,No,Yes,Month-to-Month,No,,35.5,432.25,,0.0,0.0,432.25
7905-TVXTA,1.0,Q3,Yes,7.0,21.0,Offer D,Yes,14.51,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,No,No,Yes,One Year,,Bank Withdrawal,79.2,,0.0,0.0,304.71,2047.16
6435-VWCCY,1.0,Q3,Yes,3.0,6.0,None,Yes,49.45,,Yes,DSL,10.0,No,,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,297.35,0.0,0.0,296.70000000000005,594.0500000000001
7409-JURKQ,1.0,,No,0.0,43.0,None,Yes,1.6,No,Yes,,,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.45,,,130.0,68.8,2643.05
5329-KRDTM,1.0,Q3,,9.0,,None,Yes,32.75,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.4,949.8,0.0,,1146.25,2096.05
1346-PJWTK,1.0,,No,,32.0,None,,15.52,No,Yes,DSL,12.0,No,No,No,No,Yes,Yes,Yes,,One Year,Yes,,64.85,2010.95,0.0,0.0,496.64,
4983-CLMLV,1.0,Q3,Yes,8.0,72.0,None,No,0.0,No,Yes,DSL,22.0,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,63.8,4684.3,0.0,0.0,0.0,
6319-IEJWJ,1.0,Q3,No,0.0,51.0,None,No,0.0,No,Yes,DSL,2.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.45,,,0.0,0.0,2181.55
3049-SOLAY,1.0,Q3,Yes,8.0,49.0,None,No,0.0,No,Yes,Cable,27.0,No,,No,No,Yes,Yes,Yes,Yes,,No,Credit Card,49.65,2409.9,0.0,0.0,0.0,2409.9
6168-YBYNP,1.0,Q3,Yes,7.0,72.0,Offer A,Yes,20.54,No,Yes,,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.1,,0.0,0.0,1478.8799999999999,7634.28
8903-XEBGX,,Q3,,0.0,54.0,None,Yes,27.17,No,Yes,Fiber Optic,24.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,,Credit Card,89.8,4667.0,0.0,0.0,1467.18,6134.18
4959-JOSRX,1.0,Q3,Yes,7.0,50.0,None,Yes,47.48,No,Yes,Fiber Optic,27.0,No,,Yes,Yes,Yes,,Yes,Yes,One Year,No,Credit Card,,,0.0,0.0,2374.0,7527.5
4622-YNKIJ,,Q3,Yes,3.0,69.0,Offer A,Yes,,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,,Yes,,Yes,Two Year,,Bank Withdrawal,116.0,8182.85,,,2657.88,10840.73
0260-ZDLGK,,,No,0.0,1.0,,Yes,9.36,No,Yes,Fiber Optic,14.0,No,No,No,No,No,No,,No,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,10.0,9.36,89.26
3301-LSLWQ,1.0,Q3,Yes,3.0,68.0,Offer A,Yes,,No,Yes,Fiber Optic,,,Yes,No,Yes,No,Yes,Yes,,Two Year,No,Bank Withdrawal,95.1,,0.0,0.0,631.7199999999999,7315.12
7209-JCUDS,1.0,,Yes,7.0,31.0,None,Yes,7.03,,No,None,,No,,,No,No,No,No,No,Two Year,No,Credit Card,25.75,755.6,,0.0,217.93,973.53
1543-LLLFT,1.0,Q3,Yes,8.0,68.0,Offer A,,2.71,Yes,No,None,0.0,No,No,No,No,No,,,No,Two Year,Yes,Bank Withdrawal,24.0,,,0.0,184.28,1848.58
1518-OMDIK,,Q3,No,0.0,12.0,Offer D,Yes,8.25,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,198.1,,0.0,99.0,297.1
1766-GKNMI,1.0,Q3,,,71.0,Offer A,Yes,5.51,No,Yes,Cable,6.0,,,Yes,Yes,,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.1,,,0.0,391.21,6437.11
2373-NTKOD,,,No,0.0,,None,Yes,32.78,Yes,Yes,Fiber Optic,29.0,No,Yes,,No,Yes,,Yes,Yes,Month-to-Month,Yes,Credit Card,102.65,4108.15,0.0,0.0,1311.2,
0661-XEYAN,1.0,,Yes,8.0,64.0,None,Yes,37.47,Yes,Yes,Fiber Optic,69.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.85,5980.75,0.0,0.0,,8378.83
8096-LOIST,1.0,,,1.0,72.0,Offer A,Yes,38.3,Yes,Yes,Fiber Optic,3.0,,,Yes,No,Yes,No,No,,Two Year,Yes,Credit Card,97.95,7114.25,0.0,0.0,2757.6,
2176-OSJUV,1.0,Q3,No,0.0,46.0,,Yes,13.42,No,No,None,0.0,No,,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,,907.05,0.0,,617.32,1524.37
7410-KTVFV,1.0,Q3,,0.0,40.0,None,Yes,27.47,,No,None,0.0,,No,No,No,No,,No,No,Two Year,Yes,Credit Card,24.6,973.95,0.0,0.0,,2072.75
4291-HPAXL,1.0,Q3,No,0.0,12.0,Offer D,No,0.0,No,,DSL,9.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.95,605.75,0.0,0.0,0.0,605.75
1261-FWTTE,1.0,Q3,No,,9.0,None,Yes,21.11,,Yes,Fiber Optic,6.0,Yes,No,No,No,No,,No,Yes,,No,Bank Withdrawal,,661.55,,0.0,189.99,851.54
2569-WGERO,1.0,Q3,Yes,9.0,51.0,Offer B,Yes,29.56,Yes,,,27.0,No,No,No,Yes,No,,,Yes,Month-to-Month,Yes,Bank Withdrawal,,4116.9,0.0,0.0,1507.56,5624.459999999999
5985-TBABQ,1.0,Q3,Yes,10.0,49.0,Offer B,Yes,11.74,No,,Fiber Optic,20.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.4,4494.65,0.0,0.0,575.26,5069.91
4723-BEGSG,1.0,Q3,No,0.0,56.0,Offer B,Yes,30.86,,Yes,DSL,22.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.25,3282.75,0.0,0.0,1728.1599999999999,5010.91
3714-XPXBW,1.0,Q3,No,0.0,4.0,None,Yes,46.53,No,No,None,0.0,No,,No,No,No,,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,,0.0,0.0,186.12,241.82
2684-EIWEO,1.0,Q3,Yes,3.0,20.0,,Yes,33.78,No,,DSL,,Yes,,No,Yes,No,Yes,,No,One Year,Yes,Credit Card,64.15,,0.0,100.0,675.6,2050.05
1579-KLYDT,,,Yes,4.0,,None,Yes,24.44,No,No,,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,493.95,0.0,0.0,635.44,1129.39
8847-GEOOQ,1.0,Q3,No,,51.0,,Yes,,,Yes,Fiber Optic,2.0,No,Yes,Yes,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.0,5038.15,0.0,0.0,2158.83,7196.98
4373-MAVJG,1.0,Q3,No,0.0,4.0,None,Yes,38.74,Yes,Yes,Fiber Optic,51.0,No,Yes,No,No,,No,No,Yes,Month-to-Month,Yes,Credit Card,80.3,324.2,0.0,0.0,154.96,479.15999999999997
3192-LNKRK,1.0,Q3,No,0.0,1.0,None,Yes,8.23,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,,Credit Card,19.55,19.55,0.0,0.0,8.23,
9885-CSMWE,1.0,Q3,No,,27.0,None,Yes,14.07,Yes,Yes,Fiber Optic,15.0,,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,,100.75,2793.55,0.0,,379.89,3173.44
7094-MSZAO,1.0,Q3,No,0.0,12.0,Offer D,Yes,1.8,No,Yes,DSL,3.0,No,Yes,No,,No,No,No,Yes,Month-to-Month,,Credit Card,53.75,648.65,0.0,,,670.25
5906-DVAPM,,Q3,Yes,6.0,34.0,None,Yes,25.69,Yes,,None,0.0,No,,No,No,No,No,No,No,One Year,Yes,Credit Card,25.6,917.15,0.0,0.0,873.46,1790.6100000000001
7706-DZNKK,1.0,Q3,Yes,,24.0,None,Yes,34.01,Yes,Yes,Cable,4.0,Yes,No,No,Yes,,No,No,Yes,One Year,Yes,Bank Withdrawal,58.35,1346.9,0.0,0.0,816.24,2163.1400000000003
3970-XGJDU,1.0,Q3,Yes,9.0,59.0,Offer B,Yes,14.98,Yes,Yes,Fiber Optic,19.0,,Yes,Yes,,Yes,Yes,Yes,,Two Year,No,Bank Withdrawal,113.75,6561.25,0.0,0.0,883.82,7445.07
1057-FOGLZ,1.0,Q3,No,0.0,,None,Yes,31.48,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,No,,Yes,Yes,Month-to-Month,,Bank Withdrawal,,268.45,0.0,0.0,94.44,362.89
4648-YPBTM,1.0,Q3,,4.0,,Offer B,Yes,13.25,Yes,Yes,Fiber Optic,47.0,Yes,No,Yes,,Yes,,Yes,,Two Year,No,Bank Withdrawal,109.3,7337.55,0.0,0.0,861.25,8198.8
6080-LNESI,,Q3,Yes,5.0,59.0,Offer B,Yes,47.05,Yes,,Cable,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.3,5194.05,0.0,,,7970.0
6164-HAQTX,,Q3,Yes,9.0,72.0,Offer A,No,,No,Yes,DSL,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Two Year,Yes,Credit Card,,,0.0,80.0,0.0,4558.85
4501-UYKBC,1.0,Q3,No,0.0,3.0,None,Yes,22.49,,Yes,DSL,,No,,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,,60.65,196.9,0.0,0.0,67.47,264.37
3391-JSQEW,1.0,Q3,No,0.0,19.0,Offer D,Yes,14.48,Yes,No,None,0.0,,,No,No,No,No,No,,Month-to-Month,Yes,Credit Card,24.1,439.2,0.0,0.0,275.12,
5766-XQXMQ,1.0,Q3,,0.0,1.0,None,Yes,8.02,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,19.5,0.0,0.0,8.02,27.52
6478-HRRCZ,1.0,Q3,No,0.0,72.0,Offer A,Yes,6.75,Yes,No,None,0.0,No,No,,No,No,,No,,Two Year,No,Credit Card,25.45,1866.45,0.0,0.0,,2352.45
2057-ZBLPD,,Q3,No,0.0,67.0,Offer A,Yes,47.31,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,,1430.95,0.0,0.0,3169.77,4600.72
7129-AZJDE,1.0,Q3,Yes,2.0,,Offer B,Yes,39.48,,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.85,1071.6,,0.0,2052.96,3124.56
7163-OCEQI,1.0,,Yes,,71.0,Offer A,Yes,31.33,Yes,Yes,Cable,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,,6457.15,0.0,,2224.43,8681.58
9921-ZVRHG,1.0,Q3,Yes,7.0,26.0,None,Yes,,Yes,No,None,0.0,No,No,No,,No,No,No,No,One Year,No,Credit Card,,684.05,0.0,0.0,870.22,1554.27
2587-EKXTS,1.0,Q3,No,0.0,35.0,None,Yes,30.5,Yes,,Fiber Optic,8.0,Yes,,Yes,,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.2,3914.05,0.0,0.0,1067.5,
9621-OUPYD,1.0,Q3,Yes,3.0,55.0,Offer B,Yes,27.87,No,Yes,Fiber Optic,17.0,No,No,,No,No,,No,Yes,,Yes,Credit Card,,3842.6,0.0,0.0,1532.8500000000001,
7622-NXQZR,1.0,Q3,Yes,2.0,72.0,Offer A,Yes,6.89,Yes,Yes,Fiber Optic,73.0,Yes,,Yes,No,,Yes,Yes,No,Two Year,Yes,,109.65,7880.25,,10.0,496.08,
2207-QPJED,1.0,Q3,No,0.0,1.0,None,Yes,17.89,No,No,None,0.0,No,No,No,No,,No,,No,Month-to-Month,Yes,Credit Card,19.2,,,,,37.09
6892-EZDTG,1.0,Q3,No,0.0,,Offer D,No,0.0,No,Yes,Cable,6.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.0,442.45,0.0,0.0,0.0,442.45
4945-RVMTE,1.0,,Yes,3.0,1.0,None,Yes,,No,No,None,0.0,No,No,No,No,No,No,,No,One Year,No,,20.4,20.4,,0.0,27.5,47.9
1248-DYXUB,1.0,Q3,,8.0,62.0,Offer B,No,0.0,No,Yes,Cable,29.0,Yes,Yes,,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,38.6,,0.0,0.0,0.0,2345.55
7416-CKTEP,1.0,,,0.0,1.0,,No,0.0,No,Yes,DSL,15.0,No,No,No,No,No,No,No,,,,Bank Withdrawal,25.25,25.25,0.0,10.0,,
2081-KJSQF,1.0,Q3,No,0.0,18.0,,Yes,10.97,,Yes,DSL,9.0,Yes,No,Yes,No,No,No,,Yes,Month-to-Month,Yes,,60.6,1156.35,0.0,0.0,197.46,1353.81
5378-IKEEG,1.0,Q3,,,19.0,Offer D,Yes,,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6,414.95,0.0,0.0,89.3,504.25
4423-YLHDV,1.0,Q3,No,0.0,9.0,Offer E,Yes,13.72,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,181.8,,,123.48,305.28000000000003
6435-SRWBJ,1.0,Q3,No,0.0,27.0,None,Yes,,No,Yes,DSL,4.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,81.7,2212.55,0.0,0.0,1329.75,3542.3
4110-PFEUZ,1.0,Q3,No,0.0,11.0,,Yes,46.49,No,No,None,,No,No,No,No,No,No,,No,,No,Credit Card,20.0,211.95,,0.0,,723.34
2923-ARZLG,1.0,Q3,No,0.0,1.0,Offer E,Yes,3.39,Yes,No,None,0.0,No,No,No,No,,,No,No,Month-to-Month,Yes,,25.0,25.0,0.0,0.0,3.39,28.39
2019-HDCZY,1.0,Q3,Yes,1.0,54.0,Offer B,Yes,,Yes,Yes,DSL,52.0,Yes,Yes,No,,No,No,No,Yes,,Yes,Credit Card,65.65,3566.7,0.0,0.0,1327.86,4894.5599999999995
3556-BVQGL,1.0,,No,0.0,29.0,None,Yes,41.38,Yes,Yes,DSL,,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,,71.0,2080.1,,0.0,1200.02,3280.12
0128-MKWSG,1.0,Q3,Yes,,59.0,,Yes,42.37,No,Yes,Cable,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,86.75,5186.0,0.0,,2499.83,7835.83
4119-ZYPZY,,Q3,Yes,7.0,18.0,Offer D,Yes,40.36,No,Yes,DSL,51.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,61.5,1087.45,0.0,0.0,726.48,1813.93
4116-IQRFR,1.0,Q3,No,0.0,33.0,None,No,0.0,,Yes,Cable,12.0,Yes,No,No,,No,No,No,Yes,One Year,No,Credit Card,34.05,1113.95,0.0,0.0,0.0,1113.95
0380-NEAVX,,Q3,No,0.0,5.0,None,Yes,24.16,No,No,None,0.0,No,No,No,,No,No,No,No,Month-to-Month,No,Credit Card,19.95,107.05,0.0,0.0,120.8,227.85
3588-WSTTJ,1.0,Q3,,,2.0,,Yes,34.57,No,No,None,0.0,No,,No,No,No,,No,No,Month-to-Month,No,Credit Card,19.95,38.15,0.0,,69.14,107.28999999999999
5293-WXJAK,1.0,Q3,Yes,10.0,72.0,Offer A,Yes,33.75,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0.0,0.0,,8769.3
4627-MIHJH,,Q3,,0.0,9.0,,Yes,45.83,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,184.1,0.0,0.0,412.46999999999997,596.5699999999999
7299-GNVPL,1.0,Q3,,,,Offer A,,14.54,Yes,No,,0.0,No,No,No,No,No,No,No,,Two Year,No,Credit Card,26.3,1688.9,0.0,0.0,974.18,2663.08
